series_id,series_name,year,value
Unknown,"Andalucía, Pareja casada, Español con pareja extranjera",2018,34.6
Unknown,"Andalucía, Pareja casada, Español con pareja extranjera",2017,32.1
Unknown,"Andalucía, Pareja casada, Español con pareja extranjera",2016,31.6
Unknown,"Andalucía, Pareja casada, Español con pareja extranjera",2015,31.3
Unknown,"Andalucía, Pareja casada, Español con pareja extranjera",2014,36.2
Unknown,"Andalucía, Pareja casada, Española con pareja extranjera",2020,19.5
Unknown,"Andalucía, Pareja casada, Española con pareja extranjera",2019,22.1
Unknown,"Andalucía, Pareja casada, Española con pareja extranjera",2018,21.7
Unknown,"Andalucía, Pareja casada, Española con pareja extranjera",2017,20.6
Unknown,"Andalucía, Pareja casada, Española con pareja extranjera",2016,18.0
Unknown,"Andalucía, Pareja casada, Española con pareja extranjera",2015,17.5
Unknown,"Andalucía, Pareja casada, Española con pareja extranjera",2014,21.7
Unknown,"Andalucía, Pareja de hecho, Total (Parejas)",2020,280.1
Unknown,"Andalucía, Pareja de hecho, Total (Parejas)",2019,257.9
Unknown,"Andalucía, Pareja de hecho, Total (Parejas)",2018,249.0
Unknown,"Andalucía, Pareja de hecho, Total (Parejas)",2017,252.1
Unknown,"Andalucía, Pareja de hecho, Total (Parejas)",2016,249.7
Unknown,"Andalucía, Pareja de hecho, Total (Parejas)",2015,235.7
Unknown,"Andalucía, Pareja de hecho, Total (Parejas)",2014,235.0
Unknown,"Andalucía, Pareja de hecho, Ambos españoles",2020,226.9
Unknown,"Andalucía, Pareja de hecho, Ambos españoles",2019,202.2
Unknown,"Andalucía, Pareja de hecho, Ambos españoles",2018,203.8
Unknown,"Andalucía, Pareja de hecho, Ambos españoles",2017,205.5
Unknown,"Andalucía, Pareja de hecho, Ambos españoles",2016,193.1
Unknown,"Andalucía, Pareja de hecho, Ambos españoles",2015,190.9
Unknown,"Andalucía, Pareja de hecho, Ambos españoles",2014,194.0
Unknown,"Andalucía, Pareja de hecho, Ambos extranjeros",2020,19.8
Unknown,"Andalucía, Pareja de hecho, Ambos extranjeros",2019,21.1
Unknown,"Andalucía, Pareja de hecho, Ambos extranjeros",2018,16.0
Unknown,"Andalucía, Pareja de hecho, Ambos extranjeros",2017,15.0
Unknown,"Andalucía, Pareja de hecho, Ambos extranjeros",2016,20.0
Unknown,"Andalucía, Pareja de hecho, Ambos extranjeros",2015,16.3
Unknown,"Andalucía, Pareja de hecho, Ambos extranjeros",2014,17.2
Unknown,"Andalucía, Pareja de hecho, Español con pareja extranjera",2020,18.2
Unknown,"Andalucía, Pareja de hecho, Español con pareja extranjera",2019,19.7
Unknown,"Andalucía, Pareja de hecho, Español con pareja extranjera",2018,18.9
Unknown,"Andalucía, Pareja de hecho, Español con pareja extranjera",2017,20.5
Unknown,"Andalucía, Pareja de hecho, Español con pareja extranjera",2016,21.6
Unknown,"Andalucía, Pareja de hecho, Español con pareja extranjera",2015,16.4
Unknown,"Andalucía, Pareja de hecho, Español con pareja extranjera",2014,15.5
Unknown,"Andalucía, Pareja de hecho, Española con pareja extranjera",2020,15.2
Unknown,"Andalucía, Pareja de hecho, Española con pareja extranjera",2019,14.9
Unknown,"Andalucía, Pareja de hecho, Española con pareja extranjera",2018,10.3
Unknown,"Andalucía, Pareja de hecho, Española con pareja extranjera",2017,11.1
Unknown,"Andalucía, Pareja de hecho, Española con pareja extranjera",2016,15.0
Unknown,"Andalucía, Pareja de hecho, Española con pareja extranjera",2015,12.1
Unknown,"Andalucía, Pareja de hecho, Española con pareja extranjera",2014,8.3
Unknown,"Aragón, Total (Parejas), Total (Parejas)",2020,325.5
Unknown,"Aragón, Total (Parejas), Total (Parejas)",2019,326.4
Unknown,"Aragón, Total (Parejas), Total (Parejas)",2018,322.4
Unknown,"Aragón, Total (Parejas), Total (Parejas)",2017,323.1
Unknown,"Aragón, Total (Parejas), Total (Parejas)",2016,325.7
Unknown,"Aragón, Total (Parejas), Total (Parejas)",2015,327.9
Unknown,"Aragón, Total (Parejas), Total (Parejas)",2014,330.5
Unknown,"Aragón, Total (Parejas), Ambos españoles",2020,274.2
Unknown,"Aragón, Total (Parejas), Ambos españoles",2019,277.4
Unknown,"Aragón, Total (Parejas), Ambos españoles",2018,277.2
Unknown,"Aragón, Total (Parejas), Ambos españoles",2017,278.0
Unknown,"Aragón, Total (Parejas), Ambos españoles",2016,282.1
