year,comunidad_autonoma,tipo_union,nacionalidad,numero_parejas
2019,Comunitat Valenciana,Pareja casada,Ambos extranjeros,111.6
2019,Comunitat Valenciana,Pareja casada,Español con pareja extranjera,26.9
2019,Comunitat Valenciana,Pareja casada,Española con pareja extranjera,19.7
2019,Comunitat Valenciana,Pareja casada,Total (Parejas),1044.6
2019,Comunitat Valenciana,Pareja de hecho,Ambos españoles,125.1
2019,Comunitat Valenciana,Pareja de hecho,Ambos extranjeros,21.9
2019,Comunitat Valenciana,Pareja de hecho,Español con pareja extranjera,14.9
2019,Comunitat Valenciana,Pareja de hecho,Española con pareja extranjera,13.0
2019,Comunitat Valenciana,Pareja de hecho,Total (Parejas),174.9
2019,Comunitat Valenciana,Total (Parejas),Ambos españoles,1011.5
2019,Comunitat Valenciana,Total (Parejas),Ambos extranjeros,133.5
2019,Comunitat Valenciana,Total (Parejas),Español con pareja extranjera,41.8
2019,Comunitat Valenciana,Total (Parejas),Española con pareja extranjera,32.8
2019,Comunitat Valenciana,Total (Parejas),Total (Parejas),1219.5
2019,Extremadura,Pareja casada,Ambos españoles,225.7
2019,Extremadura,Pareja casada,Ambos extranjeros,4.6
2019,Extremadura,Pareja casada,Español con pareja extranjera,1.9
2019,Extremadura,Pareja casada,Española con pareja extranjera,1.0
2019,Extremadura,Pareja casada,Total (Parejas),233.3
2019,Extremadura,Pareja de hecho,Ambos españoles,24.3
2019,Extremadura,Pareja de hecho,Ambos extranjeros,1.1
2019,Extremadura,Pareja de hecho,Español con pareja extranjera,0.3
2019,Extremadura,Pareja de hecho,Española con pareja extranjera,0.9
2019,Extremadura,Pareja de hecho,Total (Parejas),26.5
2019,Extremadura,Total (Parejas),Ambos españoles,250.0
2019,Extremadura,Total (Parejas),Ambos extranjeros,5.7
2019,Extremadura,Total (Parejas),Español con pareja extranjera,2.2
2019,Extremadura,Total (Parejas),Española con pareja extranjera,1.9
2019,Extremadura,Total (Parejas),Total (Parejas),259.8
2019,Galicia,Pareja casada,Ambos españoles,544.7
2019,Galicia,Pareja casada,Ambos extranjeros,10.8
2019,Galicia,Pareja casada,Español con pareja extranjera,10.4
2019,Galicia,Pareja casada,Española con pareja extranjera,5.8
2019,Galicia,Pareja casada,Total (Parejas),571.7
2019,Galicia,Pareja de hecho,Ambos españoles,77.5
2019,Galicia,Pareja de hecho,Ambos extranjeros,2.3
2019,Galicia,Pareja de hecho,Español con pareja extranjera,6.4
2019,Galicia,Pareja de hecho,Española con pareja extranjera,2.2
2019,Galicia,Pareja de hecho,Total (Parejas),88.4
2019,Galicia,Total (Parejas),Ambos españoles,622.3
2019,Galicia,Total (Parejas),Ambos extranjeros,13.1
2019,Galicia,Total (Parejas),Español con pareja extranjera,16.8
2019,Galicia,Total (Parejas),Española con pareja extranjera,8.0
2019,Galicia,Total (Parejas),Total (Parejas),660.2
2019,Illes Balears,Pareja casada,Ambos españoles,169.6
2019,Illes Balears,Pareja casada,Ambos extranjeros,40.2
2019,Illes Balears,Pareja casada,Español con pareja extranjera,17.8
2019,Illes Balears,Pareja casada,Española con pareja extranjera,8.5
2019,Illes Balears,Pareja casada,Total (Parejas),236.1
2019,Illes Balears,Pareja de hecho,Ambos españoles,37.0
2019,Illes Balears,Pareja de hecho,Ambos extranjeros,8.9
2019,Illes Balears,Pareja de hecho,Español con pareja extranjera,5.3
2019,Illes Balears,Pareja de hecho,Española con pareja extranjera,5.2
2019,Illes Balears,Pareja de hecho,Total (Parejas),56.5
2019,Illes Balears,Total (Parejas),Ambos españoles,206.6
2019,Illes Balears,Total (Parejas),Ambos extranjeros,49.1
2019,Illes Balears,Total (Parejas),Español con pareja extranjera,23.1
2019,Illes Balears,Total (Parejas),Española con pareja extranjera,13.8
2019,Illes Balears,Total (Parejas),Total (Parejas),292.6
2019,La Rioja,Pareja casada,Ambos españoles,58.7
2019,La Rioja,Pareja casada,Ambos extranjeros,5.6
2019,La Rioja,Pareja casada,Español con pareja extranjera,2.1
2019,La Rioja,Pareja casada,Española con pareja extranjera,1.2
2019,La Rioja,Pareja casada,Total (Parejas),67.6
2019,La Rioja,Pareja de hecho,Ambos españoles,7.4
2019,La Rioja,Pareja de hecho,Ambos extranjeros,0.8
2019,La Rioja,Pareja de hecho,Español con pareja extranjera,0.6
2019,La Rioja,Pareja de hecho,Española con pareja extranjera,0.4
2019,La Rioja,Pareja de hecho,Total (Parejas),9.2
2019,La Rioja,Total (Parejas),Ambos españoles,66.1
2019,La Rioja,Total (Parejas),Ambos extranjeros,6.4
2019,La Rioja,Total (Parejas),Español con pareja extranjera,2.7
2019,La Rioja,Total (Parejas),Española con pareja extranjera,1.6
2019,La Rioja,Total (Parejas),Total (Parejas),76.8
2019,Melilla,Pareja casada,Ambos españoles,12.1
2019,Melilla,Pareja casada,Ambos extranjeros,1.1
2019,Melilla,Pareja casada,Español con pareja extranjera,1.3
2019,Melilla,Pareja casada,Española con pareja extranjera,0.4
2019,Melilla,Pareja casada,Total (Parejas),15.0
2019,Melilla,Pareja de hecho,Ambos españoles,1.6
2019,Melilla,Pareja de hecho,Ambos extranjeros,0.1
2019,Melilla,Pareja de hecho,Español con pareja extranjera,0.2
2019,Melilla,Pareja de hecho,Española con pareja extranjera,0.2
2019,Melilla,Pareja de hecho,Total (Parejas),2.1
2019,Melilla,Total (Parejas),Ambos españoles,13.7
2019,Melilla,Total (Parejas),Ambos extranjeros,1.2
2019,Melilla,Total (Parejas),Español con pareja extranjera,1.5
2019,Melilla,Total (Parejas),Española con pareja extranjera,0.6
2019,Melilla,Total (Parejas),Total (Parejas),17.0
2019,Navarra,Pareja casada,Ambos españoles,121.3
2019,Navarra,Pareja casada,Ambos extranjeros,8.4
2019,Navarra,Pareja casada,Español con pareja extranjera,4.1
2019,Navarra,Pareja casada,Española con pareja extranjera,2.8
2019,Navarra,Pareja casada,Total (Parejas),136.7
2019,Navarra,Pareja de hecho,Ambos españoles,15.0
2019,Navarra,Pareja de hecho,Ambos extranjeros,1.0
2019,Navarra,Pareja de hecho,Español con pareja extranjera,1.4
2019,Navarra,Pareja de hecho,Española con pareja extranjera,1.9
2019,Navarra,Pareja de hecho,Total (Parejas),19.3
2019,Navarra,Total (Parejas),Ambos españoles,136.3
2019,Navarra,Total (Parejas),Ambos extranjeros,9.5
2019,Navarra,Total (Parejas),Español con pareja extranjera,5.6
2019,Navarra,Total (Parejas),Española con pareja extranjera,4.7
2019,Navarra,Total (Parejas),Total (Parejas),156.0
2019,País Vasco,Pareja casada,Ambos españoles,427.7
2019,País Vasco,Pareja casada,Ambos extranjeros,13.2
2019,País Vasco,Pareja casada,Español con pareja extranjera,5.7
2019,País Vasco,Pareja casada,Española con pareja extranjera,6.0
2019,País Vasco,Pareja casada,Total (Parejas),452.6
2019,País Vasco,Pareja de hecho,Ambos españoles,60.6
2019,País Vasco,Pareja de hecho,Ambos extranjeros,3.6
2019,País Vasco,Pareja de hecho,Español con pareja extranjera,4.4
2019,País Vasco,Pareja de hecho,Española con pareja extranjera,1.9
2019,País Vasco,Pareja de hecho,Total (Parejas),70.5
2019,País Vasco,Total (Parejas),Ambos españoles,488.3
2019,País Vasco,Total (Parejas),Ambos extranjeros,16.8
2019,País Vasco,Total (Parejas),Español con pareja extranjera,10.1
2019,País Vasco,Total (Parejas),Española con pareja extranjera,7.9
2019,País Vasco,Total (Parejas),Total (Parejas),523.1
2019,Región de Murcia,Pareja casada,Ambos españoles,261.3
2019,Región de Murcia,Pareja casada,Ambos extranjeros,31.6
2019,Región de Murcia,Pareja casada,Español con pareja extranjera,8.2
2019,Región de Murcia,Pareja casada,Española con pareja extranjera,3.8
2019,Región de Murcia,Pareja casada,Total (Parejas),304.9
2019,Región de Murcia,Pareja de hecho,Ambos españoles,33.7
2019,Región de Murcia,Pareja de hecho,Ambos extranjeros,4.2
2019,Región de Murcia,Pareja de hecho,Español con pareja extranjera,5.6
2019,Región de Murcia,Pareja de hecho,Española con pareja extranjera,3.8
2019,Región de Murcia,Pareja de hecho,Total (Parejas),47.4
2019,Región de Murcia,Total (Parejas),Ambos españoles,295.1
2019,Región de Murcia,Total (Parejas),Ambos extranjeros,35.8
2019,Región de Murcia,Total (Parejas),Español con pareja extranjera,13.8
2019,Región de Murcia,Total (Parejas),Española con pareja extranjera,7.6
2019,Región de Murcia,Total (Parejas),Total (Parejas),352.3
2020,Andalucía,Pareja casada,Ambos españoles,1578.0
2020,Andalucía,Pareja casada,Ambos extranjeros,110.0
2020,Andalucía,Pareja casada,Español con pareja extranjera,33.0
2020,Andalucía,Pareja casada,Española con pareja extranjera,19.5
2020,Andalucía,Pareja casada,Total (Parejas),1740.6
2020,Andalucía,Pareja de hecho,Ambos españoles,226.9
2020,Andalucía,Pareja de hecho,Ambos extranjeros,19.8
2020,Andalucía,Pareja de hecho,Español con pareja extranjera,18.2
2020,Andalucía,Pareja de hecho,Española con pareja extranjera,15.2
2020,Andalucía,Pareja de hecho,Total (Parejas),280.1
2020,Andalucía,Total (Parejas),Ambos españoles,1805.0
2020,Andalucía,Total (Parejas),Ambos extranjeros,129.8
2020,Andalucía,Total (Parejas),Español con pareja extranjera,51.2
2020,Andalucía,Total (Parejas),Española con pareja extranjera,34.7
2020,Andalucía,Total (Parejas),Total (Parejas),2020.6
2020,Aragón,Pareja casada,Ambos españoles,238.2
2020,Aragón,Pareja casada,Ambos extranjeros,26.8
2020,Aragón,Pareja casada,Español con pareja extranjera,7.1
2020,Aragón,Pareja casada,Española con pareja extranjera,5.0
2020,Aragón,Pareja casada,Total (Parejas),277.1
2020,Aragón,Pareja de hecho,Ambos españoles,36.1
2020,Aragón,Pareja de hecho,Ambos extranjeros,6.0
2020,Aragón,Pareja de hecho,Español con pareja extranjera,5.4
2020,Aragón,Pareja de hecho,Española con pareja extranjera,0.9
2020,Aragón,Pareja de hecho,Total (Parejas),48.4
2020,Aragón,Total (Parejas),Ambos españoles,274.2
2020,Aragón,Total (Parejas),Ambos extranjeros,32.8
2020,Aragón,Total (Parejas),Español con pareja extranjera,12.5
2020,Aragón,Total (Parejas),Española con pareja extranjera,6.0
2020,Aragón,Total (Parejas),Total (Parejas),325.5
2020,Asturias,Pareja casada,Ambos españoles,208.9
2020,Asturias,Pareja casada,Ambos extranjeros,4.3
2020,Asturias,Pareja casada,Español con pareja extranjera,5.3
2020,Asturias,Pareja casada,Española con pareja extranjera,2.6
2020,Asturias,Pareja casada,Total (Parejas),221.1
2020,Asturias,Pareja de hecho,Ambos españoles,25.8
2020,Asturias,Pareja de hecho,Ambos extranjeros,1.5
2020,Asturias,Pareja de hecho,Español con pareja extranjera,1.5
2020,Asturias,Pareja de hecho,Española con pareja extranjera,0.6
2020,Asturias,Pareja de hecho,Total (Parejas),29.3
2020,Asturias,Total (Parejas),Ambos españoles,234.7
2020,Asturias,Total (Parejas),Ambos extranjeros,5.8
2020,Asturias,Total (Parejas),Español con pareja extranjera,6.8
2020,Asturias,Total (Parejas),Española con pareja extranjera,3.1
2020,Asturias,Total (Parejas),Total (Parejas),250.4
2020,Canarias,Pareja casada,Ambos españoles,291.1
2020,Canarias,Pareja casada,Ambos extranjeros,46.3
2020,Canarias,Pareja casada,Español con pareja extranjera,24.1
2020,Canarias,Pareja casada,Española con pareja extranjera,14.7
2020,Canarias,Pareja casada,Total (Parejas),376.3
2020,Canarias,Pareja de hecho,Ambos españoles,85.6
2020,Canarias,Pareja de hecho,Ambos extranjeros,17.7
2020,Canarias,Pareja de hecho,Español con pareja extranjera,9.4
2020,Canarias,Pareja de hecho,Española con pareja extranjera,7.7
2020,Canarias,Pareja de hecho,Total (Parejas),120.4
2020,Canarias,Total (Parejas),Ambos españoles,376.7
2020,Canarias,Total (Parejas),Ambos extranjeros,64.0
2020,Canarias,Total (Parejas),Español con pareja extranjera,33.5
2020,Canarias,Total (Parejas),Española con pareja extranjera,22.4
2020,Canarias,Total (Parejas),Total (Parejas),496.6
2020,Cantabria,Pareja casada,Ambos españoles,112.2
2020,Cantabria,Pareja casada,Ambos extranjeros,4.6
2020,Cantabria,Pareja casada,Español con pareja extranjera,1.8
2020,Cantabria,Pareja casada,Española con pareja extranjera,1.4
2020,Cantabria,Pareja casada,Total (Parejas),120.0
2020,Cantabria,Pareja de hecho,Ambos españoles,13.2
2020,Cantabria,Pareja de hecho,Ambos extranjeros,1.6
2020,Cantabria,Pareja de hecho,Español con pareja extranjera,1.1
2020,Cantabria,Pareja de hecho,Española con pareja extranjera,0.8
2020,Cantabria,Pareja de hecho,Total (Parejas),16.7
2020,Cantabria,Total (Parejas),Ambos españoles,125.4
2020,Cantabria,Total (Parejas),Ambos extranjeros,6.2
2020,Cantabria,Total (Parejas),Español con pareja extranjera,2.8
2020,Cantabria,Total (Parejas),Española con pareja extranjera,2.2
2020,Cantabria,Total (Parejas),Total (Parejas),136.7
2020,Castilla y León,Pareja casada,Ambos españoles,476.8
2020,Castilla y León,Pareja casada,Ambos extranjeros,20.0
2020,Castilla y León,Pareja casada,Español con pareja extranjera,6.6
2020,Castilla y León,Pareja casada,Española con pareja extranjera,4.7
2020,Castilla y León,Pareja casada,Total (Parejas),508.1
2020,Castilla y León,Pareja de hecho,Ambos españoles,56.8
2020,Castilla y León,Pareja de hecho,Ambos extranjeros,5.5
2020,Castilla y León,Pareja de hecho,Español con pareja extranjera,5.5
2020,Castilla y León,Pareja de hecho,Española con pareja extranjera,2.2
2020,Castilla y León,Pareja de hecho,Total (Parejas),70.0
2020,Castilla y León,Total (Parejas),Ambos españoles,533.7
2020,Castilla y León,Total (Parejas),Ambos extranjeros,25.5
2020,Castilla y León,Total (Parejas),Español con pareja extranjera,12.0
2020,Castilla y León,Total (Parejas),Española con pareja extranjera,6.9
2020,Castilla y León,Total (Parejas),Total (Parejas),578.1
2020,Castilla-La Mancha,Pareja casada,Ambos españoles,386.2
2020,Castilla-La Mancha,Pareja casada,Ambos extranjeros,29.8
2020,Castilla-La Mancha,Pareja casada,Español con pareja extranjera,10.2
2020,Castilla-La Mancha,Pareja casada,Española con pareja extranjera,4.6
2020,Castilla-La Mancha,Pareja casada,Total (Parejas),430.8
2020,Castilla-La Mancha,Pareja de hecho,Ambos españoles,47.7
2020,Castilla-La Mancha,Pareja de hecho,Ambos extranjeros,6.3
2020,Castilla-La Mancha,Pareja de hecho,Español con pareja extranjera,6.9
2020,Castilla-La Mancha,Pareja de hecho,Española con pareja extranjera,3.6
2020,Castilla-La Mancha,Pareja de hecho,Total (Parejas),64.4
2020,Castilla-La Mancha,Total (Parejas),Ambos españoles,433.9
2020,Castilla-La Mancha,Total (Parejas),Ambos extranjeros,36.1
2020,Castilla-La Mancha,Total (Parejas),Español con pareja extranjera,17.1
2020,Castilla-La Mancha,Total (Parejas),Española con pareja extranjera,8.2
2020,Castilla-La Mancha,Total (Parejas),Total (Parejas),495.2
2020,Cataluña,Pareja casada,Ambos españoles,1233.3
2020,Cataluña,Pareja casada,Ambos extranjeros,152.4
2020,Cataluña,Pareja casada,Español con pareja extranjera,58.8
2020,Cataluña,Pareja casada,Española con pareja extranjera,31.5
2020,Cataluña,Pareja casada,Total (Parejas),1476.1
2020,Cataluña,Pareja de hecho,Ambos españoles,268.8
2020,Cataluña,Pareja de hecho,Ambos extranjeros,34.8
2020,Cataluña,Pareja de hecho,Español con pareja extranjera,33.6
2020,Cataluña,Pareja de hecho,Española con pareja extranjera,24.9
2020,Cataluña,Pareja de hecho,Total (Parejas),362.2
2020,Cataluña,Total (Parejas),Ambos españoles,1502.2
2020,Cataluña,Total (Parejas),Ambos extranjeros,187.2
2020,Cataluña,Total (Parejas),Español con pareja extranjera,92.4
2020,Cataluña,Total (Parejas),Española con pareja extranjera,56.5
2020,Cataluña,Total (Parejas),Total (Parejas),1838.2
2020,Ceuta,Pareja casada,Ambos españoles,14.1
2020,Ceuta,Pareja casada,Ambos extranjeros,0.4
2020,Ceuta,Pareja casada,Español con pareja extranjera,1.0
2020,Ceuta,Pareja casada,Española con pareja extranjera,0.6
2020,Ceuta,Pareja casada,Total (Parejas),16.2
2020,Ceuta,Pareja de hecho,Ambos españoles,1.6
2020,Ceuta,Pareja de hecho,Ambos extranjeros,0.1
2020,Ceuta,Pareja de hecho,Total (Parejas),1.7
2020,Ceuta,Total (Parejas),Ambos españoles,15.7
2020,Ceuta,Total (Parejas),Ambos extranjeros,0.6
2020,Ceuta,Total (Parejas),Español con pareja extranjera,1.0
2020,Ceuta,Total (Parejas),Española con pareja extranjera,0.6
2020,Ceuta,Total (Parejas),Total (Parejas),17.9
2020,Comunidad de Madrid,Pareja casada,Ambos españoles,1116.8
2020,Comunidad de Madrid,Pareja casada,Ambos extranjeros,134.1
2020,Comunidad de Madrid,Pareja casada,Español con pareja extranjera,43.6
2020,Comunidad de Madrid,Pareja casada,Española con pareja extranjera,27.9
2020,Comunidad de Madrid,Pareja casada,Total (Parejas),1322.4
2020,Comunidad de Madrid,Pareja de hecho,Ambos españoles,201.8
2020,Comunidad de Madrid,Pareja de hecho,Ambos extranjeros,28.9
2020,Comunidad de Madrid,Pareja de hecho,Español con pareja extranjera,21.8
2020,Comunidad de Madrid,Pareja de hecho,Española con pareja extranjera,18.8
2020,Comunidad de Madrid,Pareja de hecho,Total (Parejas),271.3
2020,Comunidad de Madrid,Total (Parejas),Ambos españoles,1318.6
2020,Comunidad de Madrid,Total (Parejas),Ambos extranjeros,163.0
2020,Comunidad de Madrid,Total (Parejas),Español con pareja extranjera,65.5
2020,Comunidad de Madrid,Total (Parejas),Española con pareja extranjera,46.7
2020,Comunidad de Madrid,Total (Parejas),Total (Parejas),1593.7
2020,Comunitat Valenciana,Pareja casada,Ambos españoles,869.9
2020,Comunitat Valenciana,Pareja casada,Ambos extranjeros,112.4
2020,Comunitat Valenciana,Pareja casada,Español con pareja extranjera,30.5
2020,Comunitat Valenciana,Pareja casada,Española con pareja extranjera,18.3
2020,Comunitat Valenciana,Pareja casada,Total (Parejas),1031.1
2020,Comunitat Valenciana,Pareja de hecho,Ambos españoles,130.1
2020,Comunitat Valenciana,Pareja de hecho,Ambos extranjeros,31.1
2020,Comunitat Valenciana,Pareja de hecho,Español con pareja extranjera,19.7
2020,Comunitat Valenciana,Pareja de hecho,Española con pareja extranjera,13.8
2020,Comunitat Valenciana,Pareja de hecho,Total (Parejas),194.6
2020,Comunitat Valenciana,Total (Parejas),Ambos españoles,999.9
2020,Comunitat Valenciana,Total (Parejas),Ambos extranjeros,143.5
2020,Comunitat Valenciana,Total (Parejas),Español con pareja extranjera,50.2
2020,Comunitat Valenciana,Total (Parejas),Española con pareja extranjera,32.1
2020,Comunitat Valenciana,Total (Parejas),Total (Parejas),1225.7
2020,Extremadura,Pareja casada,Ambos españoles,220.9
2020,Extremadura,Pareja casada,Ambos extranjeros,3.9
2020,Extremadura,Pareja casada,Español con pareja extranjera,2.5
2020,Extremadura,Pareja casada,Española con pareja extranjera,1.2
2020,Extremadura,Pareja casada,Total (Parejas),228.5
2020,Extremadura,Pareja de hecho,Ambos españoles,26.3
2020,Extremadura,Pareja de hecho,Ambos extranjeros,1.2
2020,Extremadura,Pareja de hecho,Español con pareja extranjera,0.3
2020,Extremadura,Pareja de hecho,Española con pareja extranjera,1.2
2020,Extremadura,Pareja de hecho,Total (Parejas),29.0
2020,Extremadura,Total (Parejas),Ambos españoles,247.2
2020,Extremadura,Total (Parejas),Ambos extranjeros,5.1
2020,Extremadura,Total (Parejas),Español con pareja extranjera,2.8
2020,Extremadura,Total (Parejas),Española con pareja extranjera,2.4
2020,Extremadura,Total (Parejas),Total (Parejas),257.5
2020,Galicia,Pareja casada,Ambos españoles,551.3
2020,Galicia,Pareja casada,Ambos extranjeros,12.4
2020,Galicia,Pareja casada,Español con pareja extranjera,9.3
2020,Galicia,Pareja casada,Española con pareja extranjera,7.4
2020,Galicia,Pareja casada,Total (Parejas),580.5
2020,Galicia,Pareja de hecho,Ambos españoles,82.6
2020,Galicia,Pareja de hecho,Ambos extranjeros,3.4
2020,Galicia,Pareja de hecho,Español con pareja extranjera,7.5
2020,Galicia,Pareja de hecho,Española con pareja extranjera,2.4
2020,Galicia,Pareja de hecho,Total (Parejas),95.9
2020,Galicia,Total (Parejas),Ambos españoles,633.9
2020,Galicia,Total (Parejas),Ambos extranjeros,15.9
2020,Galicia,Total (Parejas),Español con pareja extranjera,16.8
2020,Galicia,Total (Parejas),Española con pareja extranjera,9.8
2020,Galicia,Total (Parejas),Total (Parejas),676.4
2020,Illes Balears,Pareja casada,Ambos españoles,165.7
2020,Illes Balears,Pareja casada,Ambos extranjeros,39.7
2020,Illes Balears,Pareja casada,Español con pareja extranjera,17.6
2020,Illes Balears,Pareja casada,Española con pareja extranjera,6.5
2020,Illes Balears,Pareja casada,Total (Parejas),229.4
2020,Illes Balears,Pareja de hecho,Ambos españoles,43.5
2020,Illes Balears,Pareja de hecho,Ambos extranjeros,9.2
2020,Illes Balears,Pareja de hecho,Español con pareja extranjera,6.0
2020,Illes Balears,Pareja de hecho,Española con pareja extranjera,4.8
2020,Illes Balears,Pareja de hecho,Total (Parejas),63.5
2020,Illes Balears,Total (Parejas),Ambos españoles,209.2
2020,Illes Balears,Total (Parejas),Ambos extranjeros,48.9
2020,Illes Balears,Total (Parejas),Español con pareja extranjera,23.6
2020,Illes Balears,Total (Parejas),Española con pareja extranjera,11.3
2020,Illes Balears,Total (Parejas),Total (Parejas),292.9
2020,La Rioja,Pareja casada,Ambos españoles,57.6
2020,La Rioja,Pareja casada,Ambos extranjeros,6.4
2020,La Rioja,Pareja casada,Español con pareja extranjera,2.0
2020,La Rioja,Pareja casada,Española con pareja extranjera,0.8
2020,La Rioja,Pareja casada,Total (Parejas),66.8
2020,La Rioja,Pareja de hecho,Ambos españoles,7.1
2020,La Rioja,Pareja de hecho,Ambos extranjeros,1.4
2020,La Rioja,Pareja de hecho,Español con pareja extranjera,0.8
2020,La Rioja,Pareja de hecho,Española con pareja extranjera,0.5
2020,La Rioja,Pareja de hecho,Total (Parejas),9.8
2020,La Rioja,Total (Parejas),Ambos españoles,64.7
2020,La Rioja,Total (Parejas),Ambos extranjeros,7.8
2020,La Rioja,Total (Parejas),Español con pareja extranjera,2.9
2020,La Rioja,Total (Parejas),Española con pareja extranjera,1.3
2020,La Rioja,Total (Parejas),Total (Parejas),76.7
2020,Melilla,Pareja casada,Ambos españoles,12.1
2020,Melilla,Pareja casada,Ambos extranjeros,1.1
2020,Melilla,Pareja casada,Español con pareja extranjera,1.0
2020,Melilla,Pareja casada,Española con pareja extranjera,0.6
2020,Melilla,Pareja casada,Total (Parejas),14.7
2020,Melilla,Pareja de hecho,Ambos españoles,1.7
2020,Melilla,Pareja de hecho,Ambos extranjeros,0.1
2020,Melilla,Pareja de hecho,Español con pareja extranjera,0.2
2020,Melilla,Pareja de hecho,Española con pareja extranjera,0.1
2020,Melilla,Pareja de hecho,Total (Parejas),2.1
2020,Melilla,Total (Parejas),Ambos españoles,13.8
2020,Melilla,Total (Parejas),Ambos extranjeros,1.2
2020,Melilla,Total (Parejas),Español con pareja extranjera,1.2
2020,Melilla,Total (Parejas),Española con pareja extranjera,0.7
2020,Melilla,Total (Parejas),Total (Parejas),16.8
2020,Navarra,Pareja casada,Ambos españoles,121.8
2020,Navarra,Pareja casada,Ambos extranjeros,9.4
2020,Navarra,Pareja casada,Español con pareja extranjera,3.9
2020,Navarra,Pareja casada,Española con pareja extranjera,2.1
2020,Navarra,Pareja casada,Total (Parejas),137.2
2020,Navarra,Pareja de hecho,Ambos españoles,15.9
2020,Navarra,Pareja de hecho,Ambos extranjeros,1.2
2020,Navarra,Pareja de hecho,Español con pareja extranjera,1.4
2020,Navarra,Pareja de hecho,Española con pareja extranjera,1.5
2020,Navarra,Pareja de hecho,Total (Parejas),20.0
2020,Navarra,Total (Parejas),Ambos españoles,137.7
2020,Navarra,Total (Parejas),Ambos extranjeros,10.6
2020,Navarra,Total (Parejas),Español con pareja extranjera,5.3
2020,Navarra,Total (Parejas),Española con pareja extranjera,3.6
2020,Navarra,Total (Parejas),Total (Parejas),157.1
2020,País Vasco,Pareja casada,Ambos españoles,419.3
2020,País Vasco,Pareja casada,Ambos extranjeros,15.2
2020,País Vasco,Pareja casada,Español con pareja extranjera,7.2
2020,País Vasco,Pareja casada,Española con pareja extranjera,5.6
2020,País Vasco,Pareja casada,Total (Parejas),447.3
2020,País Vasco,Pareja de hecho,Ambos españoles,64.1
2020,País Vasco,Pareja de hecho,Ambos extranjeros,4.7
2020,País Vasco,Pareja de hecho,Español con pareja extranjera,4.5
2020,País Vasco,Pareja de hecho,Española con pareja extranjera,3.2
2020,País Vasco,Pareja de hecho,Total (Parejas),76.5
2020,País Vasco,Total (Parejas),Ambos españoles,483.4
2020,País Vasco,Total (Parejas),Ambos extranjeros,19.9
2020,País Vasco,Total (Parejas),Español con pareja extranjera,11.7
2020,País Vasco,Total (Parejas),Española con pareja extranjera,8.8
2020,País Vasco,Total (Parejas),Total (Parejas),523.8
2020,Región de Murcia,Pareja casada,Ambos españoles,262.2
2020,Región de Murcia,Pareja casada,Ambos extranjeros,36.0
2020,Región de Murcia,Pareja casada,Español con pareja extranjera,9.1
2020,Región de Murcia,Pareja casada,Española con pareja extranjera,4.5
2020,Región de Murcia,Pareja casada,Total (Parejas),311.9
2020,Región de Murcia,Pareja de hecho,Ambos españoles,35.9
2020,Región de Murcia,Pareja de hecho,Ambos extranjeros,4.8
2020,Región de Murcia,Pareja de hecho,Español con pareja extranjera,4.7
2020,Región de Murcia,Pareja de hecho,Española con pareja extranjera,7.0
2020,Región de Murcia,Pareja de hecho,Total (Parejas),52.4
2020,Región de Murcia,Total (Parejas),Ambos españoles,298.1
2020,Región de Murcia,Total (Parejas),Ambos extranjeros,40.9
2020,Región de Murcia,Total (Parejas),Español con pareja extranjera,13.8
2020,Región de Murcia,Total (Parejas),Española con pareja extranjera,11.5
2020,Región de Murcia,Total (Parejas),Total (Parejas),364.3
