year,comunidad_autonoma,tipo_union,nacionalidad,numero_parejas
2016,Cataluña,Pareja de hecho,Española con pareja extranjera,15.1
2016,Cataluña,Pareja de hecho,Total (Parejas),317.8
2016,Cataluña,Total (Parejas),Ambos españoles,1528.6
2016,Cataluña,Total (Parejas),Ambos extranjeros,152.7
2016,Cataluña,Total (Parejas),Español con pareja extranjera,65.9
2016,Cataluña,Total (Parejas),Española con pareja extranjera,47.1
2016,Cataluña,Total (Parejas),Total (Parejas),1794.4
2016,Ceuta,Pareja casada,Ambos españoles,12.9
2016,Ceuta,Pareja casada,Ambos extranjeros,0.3
2016,Ceuta,Pareja casada,Español con pareja extranjera,0.9
2016,Ceuta,Pareja casada,Española con pareja extranjera,0.9
2016,Ceuta,Pareja casada,Total (Parejas),15.0
2016,Ceuta,Pareja de hecho,Ambos españoles,1.9
2016,Ceuta,Pareja de hecho,Ambos extranjeros,0.1
2016,Ceuta,Pareja de hecho,Español con pareja extranjera,0.0
2016,Ceuta,Pareja de hecho,Española con pareja extranjera,0.1
2016,Ceuta,Pareja de hecho,Total (Parejas),2.1
2016,Ceuta,Total (Parejas),Ambos españoles,14.7
2016,Ceuta,Total (Parejas),Ambos extranjeros,0.4
2016,Ceuta,Total (Parejas),Español con pareja extranjera,1.0
2016,Ceuta,Total (Parejas),Española con pareja extranjera,1.1
2016,Ceuta,Total (Parejas),Total (Parejas),17.1
2016,Comunidad de Madrid,Pareja casada,Ambos españoles,1099.5
2016,Comunidad de Madrid,Pareja casada,Ambos extranjeros,96.1
2016,Comunidad de Madrid,Pareja casada,Español con pareja extranjera,33.0
2016,Comunidad de Madrid,Pareja casada,Española con pareja extranjera,23.7
2016,Comunidad de Madrid,Pareja casada,Total (Parejas),1252.3
2016,Comunidad de Madrid,Pareja de hecho,Ambos españoles,192.4
2016,Comunidad de Madrid,Pareja de hecho,Ambos extranjeros,29.4
2016,Comunidad de Madrid,Pareja de hecho,Español con pareja extranjera,18.3
2016,Comunidad de Madrid,Pareja de hecho,Española con pareja extranjera,13.7
2016,Comunidad de Madrid,Pareja de hecho,Total (Parejas),253.9
2016,Comunidad de Madrid,Total (Parejas),Ambos españoles,1291.8
2016,Comunidad de Madrid,Total (Parejas),Ambos extranjeros,125.6
2016,Comunidad de Madrid,Total (Parejas),Español con pareja extranjera,51.3
2016,Comunidad de Madrid,Total (Parejas),Española con pareja extranjera,37.5
2016,Comunidad de Madrid,Total (Parejas),Total (Parejas),1506.2
2016,Comunitat Valenciana,Pareja casada,Ambos españoles,888.8
2016,Comunitat Valenciana,Pareja casada,Ambos extranjeros,115.5
2016,Comunitat Valenciana,Pareja casada,Español con pareja extranjera,26.1
2016,Comunitat Valenciana,Pareja casada,Española con pareja extranjera,17.9
2016,Comunitat Valenciana,Pareja casada,Total (Parejas),1048.2
2016,Comunitat Valenciana,Pareja de hecho,Ambos españoles,116.1
2016,Comunitat Valenciana,Pareja de hecho,Ambos extranjeros,17.5
2016,Comunitat Valenciana,Pareja de hecho,Español con pareja extranjera,14.0
2016,Comunitat Valenciana,Pareja de hecho,Española con pareja extranjera,9.3
2016,Comunitat Valenciana,Pareja de hecho,Total (Parejas),156.9
2016,Comunitat Valenciana,Total (Parejas),Ambos españoles,1004.9
2016,Comunitat Valenciana,Total (Parejas),Ambos extranjeros,133.0
2016,Comunitat Valenciana,Total (Parejas),Español con pareja extranjera,40.1
2016,Comunitat Valenciana,Total (Parejas),Española con pareja extranjera,27.1
2016,Comunitat Valenciana,Total (Parejas),Total (Parejas),1205.2
2016,Extremadura,Pareja casada,Ambos españoles,232.6
2016,Extremadura,Pareja casada,Ambos extranjeros,4.9
2016,Extremadura,Pareja casada,Español con pareja extranjera,2.8
2016,Extremadura,Pareja casada,Española con pareja extranjera,1.4
2016,Extremadura,Pareja casada,Total (Parejas),241.6
2016,Extremadura,Pareja de hecho,Ambos españoles,22.5
2016,Extremadura,Pareja de hecho,Ambos extranjeros,0.5
2016,Extremadura,Pareja de hecho,Español con pareja extranjera,0.3
2016,Extremadura,Pareja de hecho,Española con pareja extranjera,0.6
2016,Extremadura,Pareja de hecho,Total (Parejas),23.9
2016,Extremadura,Total (Parejas),Ambos españoles,255.1
2016,Extremadura,Total (Parejas),Ambos extranjeros,5.5
2016,Extremadura,Total (Parejas),Español con pareja extranjera,3.0
2016,Extremadura,Total (Parejas),Española con pareja extranjera,1.9
2016,Extremadura,Total (Parejas),Total (Parejas),265.5
2016,Galicia,Pareja casada,Ambos españoles,574.4
2016,Galicia,Pareja casada,Ambos extranjeros,8.3
2016,Galicia,Pareja casada,Español con pareja extranjera,9.7
2016,Galicia,Pareja casada,Española con pareja extranjera,5.4
2016,Galicia,Pareja casada,Total (Parejas),597.8
2016,Galicia,Pareja de hecho,Ambos españoles,68.8
2016,Galicia,Pareja de hecho,Ambos extranjeros,2.1
2016,Galicia,Pareja de hecho,Español con pareja extranjera,3.9
2016,Galicia,Pareja de hecho,Española con pareja extranjera,2.7
2016,Galicia,Pareja de hecho,Total (Parejas),77.5
2016,Galicia,Total (Parejas),Ambos españoles,643.2
2016,Galicia,Total (Parejas),Ambos extranjeros,10.4
2016,Galicia,Total (Parejas),Español con pareja extranjera,13.6
2016,Galicia,Total (Parejas),Española con pareja extranjera,8.1
2016,Galicia,Total (Parejas),Total (Parejas),675.2
2016,Illes Balears,Pareja casada,Ambos españoles,166.7
2016,Illes Balears,Pareja casada,Ambos extranjeros,27.9
2016,Illes Balears,Pareja casada,Español con pareja extranjera,15.6
2016,Illes Balears,Pareja casada,Española con pareja extranjera,6.1
2016,Illes Balears,Pareja casada,Total (Parejas),216.3
2016,Illes Balears,Pareja de hecho,Ambos españoles,39.5
2016,Illes Balears,Pareja de hecho,Ambos extranjeros,9.5
2016,Illes Balears,Pareja de hecho,Español con pareja extranjera,7.6
2016,Illes Balears,Pareja de hecho,Española con pareja extranjera,6.3
2016,Illes Balears,Pareja de hecho,Total (Parejas),62.8
2016,Illes Balears,Total (Parejas),Ambos españoles,206.2
2016,Illes Balears,Total (Parejas),Ambos extranjeros,37.4
2016,Illes Balears,Total (Parejas),Español con pareja extranjera,23.2
2016,Illes Balears,Total (Parejas),Española con pareja extranjera,12.3
2016,Illes Balears,Total (Parejas),Total (Parejas),279.1
2016,La Rioja,Pareja casada,Ambos españoles,56.7
2016,La Rioja,Pareja casada,Ambos extranjeros,5.2
2016,La Rioja,Pareja casada,Español con pareja extranjera,1.6
2016,La Rioja,Pareja casada,Española con pareja extranjera,1.1
2016,La Rioja,Pareja casada,Total (Parejas),64.6
2016,La Rioja,Pareja de hecho,Ambos españoles,7.4
2016,La Rioja,Pareja de hecho,Ambos extranjeros,0.8
2016,La Rioja,Pareja de hecho,Español con pareja extranjera,0.9
2016,La Rioja,Pareja de hecho,Española con pareja extranjera,0.5
2016,La Rioja,Pareja de hecho,Total (Parejas),9.7
2016,La Rioja,Total (Parejas),Ambos españoles,64.2
2016,La Rioja,Total (Parejas),Ambos extranjeros,6.0
2016,La Rioja,Total (Parejas),Español con pareja extranjera,2.5
2016,La Rioja,Total (Parejas),Española con pareja extranjera,1.7
2016,La Rioja,Total (Parejas),Total (Parejas),74.3
2016,Melilla,Pareja casada,Ambos españoles,12.4
2016,Melilla,Pareja casada,Ambos extranjeros,1.3
2016,Melilla,Pareja casada,Español con pareja extranjera,1.2
2016,Melilla,Pareja casada,Española con pareja extranjera,0.5
2016,Melilla,Pareja casada,Total (Parejas),15.4
2016,Melilla,Pareja de hecho,Ambos españoles,1.9
2016,Melilla,Pareja de hecho,Ambos extranjeros,0.1
2016,Melilla,Pareja de hecho,Español con pareja extranjera,0.3
2016,Melilla,Pareja de hecho,Española con pareja extranjera,0.1
2016,Melilla,Pareja de hecho,Total (Parejas),2.3
2016,Melilla,Total (Parejas),Ambos españoles,14.2
2016,Melilla,Total (Parejas),Ambos extranjeros,1.4
2016,Melilla,Total (Parejas),Español con pareja extranjera,1.4
2016,Melilla,Total (Parejas),Española con pareja extranjera,0.6
2016,Melilla,Total (Parejas),Total (Parejas),17.6
2016,Navarra,Pareja casada,Ambos españoles,119.5
2016,Navarra,Pareja casada,Ambos extranjeros,7.7
2016,Navarra,Pareja casada,Español con pareja extranjera,2.6
2016,Navarra,Pareja casada,Española con pareja extranjera,1.2
2016,Navarra,Pareja casada,Total (Parejas),131.0
2016,Navarra,Pareja de hecho,Ambos españoles,15.1
2016,Navarra,Pareja de hecho,Ambos extranjeros,1.2
2016,Navarra,Pareja de hecho,Español con pareja extranjera,1.2
2016,Navarra,Pareja de hecho,Española con pareja extranjera,1.1
2016,Navarra,Pareja de hecho,Total (Parejas),18.6
2016,Navarra,Total (Parejas),Ambos españoles,134.5
2016,Navarra,Total (Parejas),Ambos extranjeros,8.9
2016,Navarra,Total (Parejas),Español con pareja extranjera,3.9
2016,Navarra,Total (Parejas),Española con pareja extranjera,2.4
2016,Navarra,Total (Parejas),Total (Parejas),149.6
2016,País Vasco,Pareja casada,Ambos españoles,437.8
2016,País Vasco,Pareja casada,Ambos extranjeros,11.1
2016,País Vasco,Pareja casada,Español con pareja extranjera,7.2
2016,País Vasco,Pareja casada,Española con pareja extranjera,4.4
2016,País Vasco,Pareja casada,Total (Parejas),460.4
2016,País Vasco,Pareja de hecho,Ambos españoles,57.6
2016,País Vasco,Pareja de hecho,Ambos extranjeros,2.8
2016,País Vasco,Pareja de hecho,Español con pareja extranjera,3.1
2016,País Vasco,Pareja de hecho,Española con pareja extranjera,2.1
2016,País Vasco,Pareja de hecho,Total (Parejas),65.5
2016,País Vasco,Total (Parejas),Ambos españoles,495.3
2016,País Vasco,Total (Parejas),Ambos extranjeros,13.9
2016,País Vasco,Total (Parejas),Español con pareja extranjera,10.3
2016,País Vasco,Total (Parejas),Española con pareja extranjera,6.5
2016,País Vasco,Total (Parejas),Total (Parejas),525.9
2016,Región de Murcia,Pareja casada,Ambos españoles,260.4
2016,Región de Murcia,Pareja casada,Ambos extranjeros,39.8
2016,Región de Murcia,Pareja casada,Español con pareja extranjera,6.8
2016,Región de Murcia,Pareja casada,Española con pareja extranjera,3.5
2016,Región de Murcia,Pareja casada,Total (Parejas),310.6
2016,Región de Murcia,Pareja de hecho,Ambos españoles,32.6
2016,Región de Murcia,Pareja de hecho,Ambos extranjeros,6.4
2016,Región de Murcia,Pareja de hecho,Español con pareja extranjera,3.2
2016,Región de Murcia,Pareja de hecho,Española con pareja extranjera,2.6
2016,Región de Murcia,Pareja de hecho,Total (Parejas),44.8
2016,Región de Murcia,Total (Parejas),Ambos españoles,293.1
2016,Región de Murcia,Total (Parejas),Ambos extranjeros,46.2
2016,Región de Murcia,Total (Parejas),Español con pareja extranjera,10.0
2016,Región de Murcia,Total (Parejas),Española con pareja extranjera,6.1
2016,Región de Murcia,Total (Parejas),Total (Parejas),355.4
2017,Andalucía,Pareja casada,Ambos españoles,1589.9
2017,Andalucía,Pareja casada,Ambos extranjeros,96.2
2017,Andalucía,Pareja casada,Español con pareja extranjera,32.1
2017,Andalucía,Pareja casada,Española con pareja extranjera,20.6
2017,Andalucía,Pareja casada,Total (Parejas),1738.8
2017,Andalucía,Pareja de hecho,Ambos españoles,205.5
2017,Andalucía,Pareja de hecho,Ambos extranjeros,15.0
2017,Andalucía,Pareja de hecho,Español con pareja extranjera,20.5
2017,Andalucía,Pareja de hecho,Española con pareja extranjera,11.1
2017,Andalucía,Pareja de hecho,Total (Parejas),252.1
2017,Andalucía,Total (Parejas),Ambos españoles,1795.5
2017,Andalucía,Total (Parejas),Ambos extranjeros,111.2
2017,Andalucía,Total (Parejas),Español con pareja extranjera,52.6
2017,Andalucía,Total (Parejas),Española con pareja extranjera,31.7
2017,Andalucía,Total (Parejas),Total (Parejas),1990.9
2017,Aragón,Pareja casada,Ambos españoles,249.4
2017,Aragón,Pareja casada,Ambos extranjeros,25.1
2017,Aragón,Pareja casada,Español con pareja extranjera,6.5
2017,Aragón,Pareja casada,Española con pareja extranjera,3.5
2017,Aragón,Pareja casada,Total (Parejas),284.5
2017,Aragón,Pareja de hecho,Ambos españoles,28.6
2017,Aragón,Pareja de hecho,Ambos extranjeros,5.5
2017,Aragón,Pareja de hecho,Español con pareja extranjera,2.3
2017,Aragón,Pareja de hecho,Española con pareja extranjera,2.2
2017,Aragón,Pareja de hecho,Total (Parejas),38.6
2017,Aragón,Total (Parejas),Ambos españoles,278.0
2017,Aragón,Total (Parejas),Ambos extranjeros,30.6
2017,Aragón,Total (Parejas),Español con pareja extranjera,8.8
2017,Aragón,Total (Parejas),Española con pareja extranjera,5.7
2017,Aragón,Total (Parejas),Total (Parejas),323.1
2017,Asturias,Pareja casada,Ambos españoles,215.6
2017,Asturias,Pareja casada,Ambos extranjeros,4.7
2017,Asturias,Pareja casada,Español con pareja extranjera,3.1
2017,Asturias,Pareja casada,Española con pareja extranjera,1.2
2017,Asturias,Pareja casada,Total (Parejas),224.6
2017,Asturias,Pareja de hecho,Ambos españoles,23.7
2017,Asturias,Pareja de hecho,Ambos extranjeros,1.0
2017,Asturias,Pareja de hecho,Español con pareja extranjera,2.0
2017,Asturias,Pareja de hecho,Española con pareja extranjera,0.8
2017,Asturias,Pareja de hecho,Total (Parejas),27.5
2017,Asturias,Total (Parejas),Ambos españoles,239.3
2017,Asturias,Total (Parejas),Ambos extranjeros,5.7
2017,Asturias,Total (Parejas),Español con pareja extranjera,5.1
2017,Asturias,Total (Parejas),Española con pareja extranjera,2.1
2017,Asturias,Total (Parejas),Total (Parejas),252.1
2017,Canarias,Pareja casada,Ambos españoles,304.9
2017,Canarias,Pareja casada,Ambos extranjeros,41.8
2017,Canarias,Pareja casada,Español con pareja extranjera,24.1
2017,Canarias,Pareja casada,Española con pareja extranjera,10.3
2017,Canarias,Pareja casada,Total (Parejas),381.1
2017,Canarias,Pareja de hecho,Ambos españoles,91.6
2017,Canarias,Pareja de hecho,Ambos extranjeros,11.3
2017,Canarias,Pareja de hecho,Español con pareja extranjera,9.1
2017,Canarias,Pareja de hecho,Española con pareja extranjera,8.1
2017,Canarias,Pareja de hecho,Total (Parejas),120.1
2017,Canarias,Total (Parejas),Ambos españoles,396.5
2017,Canarias,Total (Parejas),Ambos extranjeros,53.1
2017,Canarias,Total (Parejas),Español con pareja extranjera,33.2
2017,Canarias,Total (Parejas),Española con pareja extranjera,18.4
2017,Canarias,Total (Parejas),Total (Parejas),501.2
2017,Cantabria,Pareja casada,Ambos españoles,111.6
2017,Cantabria,Pareja casada,Ambos extranjeros,4.1
2017,Cantabria,Pareja casada,Español con pareja extranjera,1.3
2017,Cantabria,Pareja casada,Española con pareja extranjera,1.4
2017,Cantabria,Pareja casada,Total (Parejas),118.3
2017,Cantabria,Pareja de hecho,Ambos españoles,14.9
2017,Cantabria,Pareja de hecho,Ambos extranjeros,1.0
2017,Cantabria,Pareja de hecho,Español con pareja extranjera,1.0
2017,Cantabria,Pareja de hecho,Española con pareja extranjera,0.7
2017,Cantabria,Pareja de hecho,Total (Parejas),17.6
2017,Cantabria,Total (Parejas),Ambos españoles,126.5
2017,Cantabria,Total (Parejas),Ambos extranjeros,5.0
2017,Cantabria,Total (Parejas),Español con pareja extranjera,2.2
2017,Cantabria,Total (Parejas),Española con pareja extranjera,2.1
2017,Cantabria,Total (Parejas),Total (Parejas),135.9
2017,Castilla y León,Pareja casada,Ambos españoles,507.4
2017,Castilla y León,Pareja casada,Ambos extranjeros,19.6
2017,Castilla y León,Pareja casada,Español con pareja extranjera,6.6
2017,Castilla y León,Pareja casada,Española con pareja extranjera,3.0
2017,Castilla y León,Pareja casada,Total (Parejas),536.7
2017,Castilla y León,Pareja de hecho,Ambos españoles,50.4
2017,Castilla y León,Pareja de hecho,Ambos extranjeros,3.8
2017,Castilla y León,Pareja de hecho,Español con pareja extranjera,4.7
2017,Castilla y León,Pareja de hecho,Española con pareja extranjera,3.3
2017,Castilla y León,Pareja de hecho,Total (Parejas),62.2
2017,Castilla y León,Total (Parejas),Ambos españoles,557.9
2017,Castilla y León,Total (Parejas),Ambos extranjeros,23.4
2017,Castilla y León,Total (Parejas),Español con pareja extranjera,11.2
2017,Castilla y León,Total (Parejas),Española con pareja extranjera,6.3
2017,Castilla y León,Total (Parejas),Total (Parejas),598.9
2017,Castilla-La Mancha,Pareja casada,Ambos españoles,405.7
2017,Castilla-La Mancha,Pareja casada,Ambos extranjeros,29.3
2017,Castilla-La Mancha,Pareja casada,Español con pareja extranjera,11.8
2017,Castilla-La Mancha,Pareja casada,Española con pareja extranjera,2.8
2017,Castilla-La Mancha,Pareja casada,Total (Parejas),449.6
2017,Castilla-La Mancha,Pareja de hecho,Ambos españoles,44.8
2017,Castilla-La Mancha,Pareja de hecho,Ambos extranjeros,5.2
2017,Castilla-La Mancha,Pareja de hecho,Español con pareja extranjera,3.5
2017,Castilla-La Mancha,Pareja de hecho,Española con pareja extranjera,2.6
2017,Castilla-La Mancha,Pareja de hecho,Total (Parejas),56.1
2017,Castilla-La Mancha,Total (Parejas),Ambos españoles,450.5
2017,Castilla-La Mancha,Total (Parejas),Ambos extranjeros,34.5
2017,Castilla-La Mancha,Total (Parejas),Español con pareja extranjera,15.3
2017,Castilla-La Mancha,Total (Parejas),Española con pareja extranjera,5.4
2017,Castilla-La Mancha,Total (Parejas),Total (Parejas),505.7
2017,Cataluña,Pareja casada,Ambos españoles,1268.8
2017,Cataluña,Pareja casada,Ambos extranjeros,135.4
2017,Cataluña,Pareja casada,Español con pareja extranjera,48.6
2017,Cataluña,Pareja casada,Española con pareja extranjera,34.7
2017,Cataluña,Pareja casada,Total (Parejas),1487.5
2017,Cataluña,Pareja de hecho,Ambos españoles,263.4
2017,Cataluña,Pareja de hecho,Ambos extranjeros,26.0
2017,Cataluña,Pareja de hecho,Español con pareja extranjera,20.3
2017,Cataluña,Pareja de hecho,Española con pareja extranjera,16.6
2017,Cataluña,Pareja de hecho,Total (Parejas),326.3
2017,Cataluña,Total (Parejas),Ambos españoles,1532.2
2017,Cataluña,Total (Parejas),Ambos extranjeros,161.4
2017,Cataluña,Total (Parejas),Español con pareja extranjera,68.9
2017,Cataluña,Total (Parejas),Española con pareja extranjera,51.3
2017,Cataluña,Total (Parejas),Total (Parejas),1813.8
2017,Ceuta,Pareja casada,Ambos españoles,13.8
2017,Ceuta,Pareja casada,Ambos extranjeros,0.5
2017,Ceuta,Pareja casada,Español con pareja extranjera,1.0
2017,Ceuta,Pareja casada,Española con pareja extranjera,0.9
2017,Ceuta,Pareja casada,Total (Parejas),16.2
2017,Ceuta,Pareja de hecho,Ambos españoles,1.5
2017,Ceuta,Pareja de hecho,Ambos extranjeros,0.0
2017,Ceuta,Pareja de hecho,Español con pareja extranjera,0.1
2017,Ceuta,Pareja de hecho,Española con pareja extranjera,0.1
2017,Ceuta,Pareja de hecho,Total (Parejas),1.7
2017,Ceuta,Total (Parejas),Ambos españoles,15.3
2017,Ceuta,Total (Parejas),Ambos extranjeros,0.5
2017,Ceuta,Total (Parejas),Español con pareja extranjera,1.1
2017,Ceuta,Total (Parejas),Española con pareja extranjera,1.0
2017,Ceuta,Total (Parejas),Total (Parejas),17.9
2017,Comunidad de Madrid,Pareja casada,Ambos españoles,1117.9
2017,Comunidad de Madrid,Pareja casada,Ambos extranjeros,94.9
2017,Comunidad de Madrid,Pareja casada,Español con pareja extranjera,39.5
2017,Comunidad de Madrid,Pareja casada,Española con pareja extranjera,26.8
2017,Comunidad de Madrid,Pareja casada,Total (Parejas),1279.1
2017,Comunidad de Madrid,Pareja de hecho,Ambos españoles,192.1
2017,Comunidad de Madrid,Pareja de hecho,Ambos extranjeros,25.2
2017,Comunidad de Madrid,Pareja de hecho,Español con pareja extranjera,18.7
2017,Comunidad de Madrid,Pareja de hecho,Española con pareja extranjera,13.9
2017,Comunidad de Madrid,Pareja de hecho,Total (Parejas),249.9
2017,Comunidad de Madrid,Total (Parejas),Ambos españoles,1310.0
2017,Comunidad de Madrid,Total (Parejas),Ambos extranjeros,120.0
2017,Comunidad de Madrid,Total (Parejas),Español con pareja extranjera,58.3
2017,Comunidad de Madrid,Total (Parejas),Española con pareja extranjera,40.7
2017,Comunidad de Madrid,Total (Parejas),Total (Parejas),1529.0
2017,Comunitat Valenciana,Pareja casada,Ambos españoles,888.6
2017,Comunitat Valenciana,Pareja casada,Ambos extranjeros,114.2
2017,Comunitat Valenciana,Pareja casada,Español con pareja extranjera,24.0
2017,Comunitat Valenciana,Pareja casada,Española con pareja extranjera,18.6
2017,Comunitat Valenciana,Pareja casada,Total (Parejas),1045.4
2017,Comunitat Valenciana,Pareja de hecho,Ambos españoles,119.7
2017,Comunitat Valenciana,Pareja de hecho,Ambos extranjeros,19.4
2017,Comunitat Valenciana,Pareja de hecho,Español con pareja extranjera,12.6
2017,Comunitat Valenciana,Pareja de hecho,Española con pareja extranjera,8.4
2017,Comunitat Valenciana,Pareja de hecho,Total (Parejas),160.2
2017,Comunitat Valenciana,Total (Parejas),Ambos españoles,1008.3
2017,Comunitat Valenciana,Total (Parejas),Ambos extranjeros,133.6
2017,Comunitat Valenciana,Total (Parejas),Español con pareja extranjera,36.7
2017,Comunitat Valenciana,Total (Parejas),Española con pareja extranjera,27.1
2017,Comunitat Valenciana,Total (Parejas),Total (Parejas),1205.6
2017,Extremadura,Pareja casada,Ambos españoles,231.9
2017,Extremadura,Pareja casada,Ambos extranjeros,4.7
2017,Extremadura,Pareja casada,Español con pareja extranjera,2.5
2017,Extremadura,Pareja casada,Española con pareja extranjera,1.0
2017,Extremadura,Pareja casada,Total (Parejas),240.2
2017,Extremadura,Pareja de hecho,Ambos españoles,21.5
2017,Extremadura,Pareja de hecho,Ambos extranjeros,0.3
2017,Extremadura,Pareja de hecho,Español con pareja extranjera,0.2
2017,Extremadura,Pareja de hecho,Española con pareja extranjera,0.6
2017,Extremadura,Pareja de hecho,Total (Parejas),22.5
2017,Extremadura,Total (Parejas),Ambos españoles,253.4
2017,Extremadura,Total (Parejas),Ambos extranjeros,5.0
2017,Extremadura,Total (Parejas),Español con pareja extranjera,2.7
2017,Extremadura,Total (Parejas),Española con pareja extranjera,1.6
2017,Extremadura,Total (Parejas),Total (Parejas),262.7
2017,Galicia,Pareja casada,Ambos españoles,572.9
2017,Galicia,Pareja casada,Ambos extranjeros,9.4
2017,Galicia,Pareja casada,Español con pareja extranjera,10.6
2017,Galicia,Pareja casada,Española con pareja extranjera,5.4
2017,Galicia,Pareja casada,Total (Parejas),598.3
2017,Galicia,Pareja de hecho,Ambos españoles,67.5
2017,Galicia,Pareja de hecho,Ambos extranjeros,1.5
2017,Galicia,Pareja de hecho,Español con pareja extranjera,5.2
2017,Galicia,Pareja de hecho,Española con pareja extranjera,4.1
2017,Galicia,Pareja de hecho,Total (Parejas),78.3
2017,Galicia,Total (Parejas),Ambos españoles,640.4
2017,Galicia,Total (Parejas),Ambos extranjeros,10.9
2017,Galicia,Total (Parejas),Español con pareja extranjera,15.7
2017,Galicia,Total (Parejas),Española con pareja extranjera,9.5
2017,Galicia,Total (Parejas),Total (Parejas),676.5
2017,Illes Balears,Pareja casada,Ambos españoles,176.6
2017,Illes Balears,Pareja casada,Ambos extranjeros,33.2
2017,Illes Balears,Pareja casada,Español con pareja extranjera,13.8
2017,Illes Balears,Pareja casada,Española con pareja extranjera,5.1
2017,Illes Balears,Pareja casada,Total (Parejas),228.7
2017,Illes Balears,Pareja de hecho,Ambos españoles,37.3
2017,Illes Balears,Pareja de hecho,Ambos extranjeros,6.4
2017,Illes Balears,Pareja de hecho,Español con pareja extranjera,6.1
2017,Illes Balears,Pareja de hecho,Española con pareja extranjera,6.5
2017,Illes Balears,Pareja de hecho,Total (Parejas),56.4
2017,Illes Balears,Total (Parejas),Ambos españoles,213.9
2017,Illes Balears,Total (Parejas),Ambos extranjeros,39.7
2017,Illes Balears,Total (Parejas),Español con pareja extranjera,19.9
2017,Illes Balears,Total (Parejas),Española con pareja extranjera,11.6
2017,Illes Balears,Total (Parejas),Total (Parejas),285.1
2017,La Rioja,Pareja casada,Ambos españoles,59.4
2017,La Rioja,Pareja casada,Ambos extranjeros,5.5
2017,La Rioja,Pareja casada,Español con pareja extranjera,1.6
2017,La Rioja,Pareja casada,Española con pareja extranjera,1.2
2017,La Rioja,Pareja casada,Total (Parejas),67.7
2017,La Rioja,Pareja de hecho,Ambos españoles,6.2
2017,La Rioja,Pareja de hecho,Ambos extranjeros,1.0
2017,La Rioja,Pareja de hecho,Español con pareja extranjera,0.7
2017,La Rioja,Pareja de hecho,Española con pareja extranjera,0.6
2017,La Rioja,Pareja de hecho,Total (Parejas),8.5
2017,La Rioja,Total (Parejas),Ambos españoles,65.6
2017,La Rioja,Total (Parejas),Ambos extranjeros,6.5
2017,La Rioja,Total (Parejas),Español con pareja extranjera,2.3
2017,La Rioja,Total (Parejas),Española con pareja extranjera,1.8
2017,La Rioja,Total (Parejas),Total (Parejas),76.2
2017,Melilla,Pareja casada,Ambos españoles,12.4
2017,Melilla,Pareja casada,Ambos extranjeros,1.1
2017,Melilla,Pareja casada,Español con pareja extranjera,1.4
2017,Melilla,Pareja casada,Española con pareja extranjera,0.8
2017,Melilla,Pareja casada,Total (Parejas),15.6
2017,Melilla,Pareja de hecho,Ambos españoles,1.4
2017,Melilla,Pareja de hecho,Ambos extranjeros,0.1
2017,Melilla,Pareja de hecho,Español con pareja extranjera,0.3
2017,Melilla,Pareja de hecho,Española con pareja extranjera,0.0
2017,Melilla,Pareja de hecho,Total (Parejas),1.8
2017,Melilla,Total (Parejas),Ambos españoles,13.7
2017,Melilla,Total (Parejas),Ambos extranjeros,1.2
2017,Melilla,Total (Parejas),Español con pareja extranjera,1.7
2017,Melilla,Total (Parejas),Española con pareja extranjera,0.8
2017,Melilla,Total (Parejas),Total (Parejas),17.5
2017,Navarra,Pareja casada,Ambos españoles,122.8
2017,Navarra,Pareja casada,Ambos extranjeros,7.0
2017,Navarra,Pareja casada,Español con pareja extranjera,3.7
2017,Navarra,Pareja casada,Española con pareja extranjera,1.0
2017,Navarra,Pareja casada,Total (Parejas),134.5
2017,Navarra,Pareja de hecho,Ambos españoles,14.2
2017,Navarra,Pareja de hecho,Ambos extranjeros,1.3
2017,Navarra,Pareja de hecho,Español con pareja extranjera,1.0
2017,Navarra,Pareja de hecho,Española con pareja extranjera,0.9
2017,Navarra,Pareja de hecho,Total (Parejas),17.4
2017,Navarra,Total (Parejas),Ambos españoles,136.9
2017,Navarra,Total (Parejas),Ambos extranjeros,8.3
2017,Navarra,Total (Parejas),Español con pareja extranjera,4.7
2017,Navarra,Total (Parejas),Española con pareja extranjera,1.9
2017,Navarra,Total (Parejas),Total (Parejas),151.8
2017,País Vasco,Pareja casada,Ambos españoles,432.4
2017,País Vasco,Pareja casada,Ambos extranjeros,11.7
2017,País Vasco,Pareja casada,Español con pareja extranjera,7.4
2017,País Vasco,Pareja casada,Española con pareja extranjera,4.3
2017,País Vasco,Pareja casada,Total (Parejas),455.9
2017,País Vasco,Pareja de hecho,Ambos españoles,58.5
2017,País Vasco,Pareja de hecho,Ambos extranjeros,2.8
2017,País Vasco,Pareja de hecho,Español con pareja extranjera,2.9
2017,País Vasco,Pareja de hecho,Española con pareja extranjera,2.0
2017,País Vasco,Pareja de hecho,Total (Parejas),66.3
2017,País Vasco,Total (Parejas),Ambos españoles,490.9
2017,País Vasco,Total (Parejas),Ambos extranjeros,14.6
2017,País Vasco,Total (Parejas),Español con pareja extranjera,10.4
2017,País Vasco,Total (Parejas),Española con pareja extranjera,6.3
2017,País Vasco,Total (Parejas),Total (Parejas),522.1
2017,Región de Murcia,Pareja casada,Ambos españoles,263.3
2017,Región de Murcia,Pareja casada,Ambos extranjeros,33.4
2017,Región de Murcia,Pareja casada,Español con pareja extranjera,7.6
