year,comunidad_autonoma,sexo,medida,value
2016,Aragón,Mujeres,cuartil_25,10237.79
2016,Aragón,Mujeres,cuartil_75,24084.48
2016,Aragón,Mujeres,media,18766.21
2016,Aragón,Mujeres,mediana,16411.68
2016,Asturias,Hombres,cuartil_25,17190.14
2016,Asturias,Hombres,cuartil_75,34001.92
2016,Asturias,Hombres,media,27010.87
2016,Asturias,Hombres,mediana,23437.86
2016,Asturias,Mujeres,cuartil_25,10772.84
2016,Asturias,Mujeres,cuartil_75,24339.88
2016,Asturias,Mujeres,media,19077.92
2016,Asturias,Mujeres,mediana,15912.63
2016,Canarias,Hombres,cuartil_25,13475.72
2016,Canarias,Hombres,cuartil_75,24744.49
2016,Canarias,Hombres,media,21149.44
2016,Canarias,Hombres,mediana,17736.72
2016,Canarias,Mujeres,cuartil_25,10528.48
2016,Canarias,Mujeres,cuartil_75,22240.03
2016,Canarias,Mujeres,media,18211.44
2016,Canarias,Mujeres,mediana,15780.72
2016,Cantabria,Hombres,cuartil_25,15808.24
2016,Cantabria,Hombres,cuartil_75,31466.18
2016,Cantabria,Hombres,media,25210.05
2016,Cantabria,Hombres,mediana,20692.84
2016,Cantabria,Mujeres,cuartil_25,10567.96
2016,Cantabria,Mujeres,cuartil_75,22639.07
2016,Cantabria,Mujeres,media,18216.84
2016,Cantabria,Mujeres,mediana,15414.19
2016,Castilla y León,Hombres,cuartil_25,16057.8
2016,Castilla y León,Hombres,cuartil_75,29689.71
2016,Castilla y León,Hombres,media,24445.65
2016,Castilla y León,Hombres,mediana,20596.75
2016,Castilla y León,Mujeres,cuartil_25,10755.51
2016,Castilla y León,Mujeres,cuartil_75,23777.45
2016,Castilla y León,Mujeres,media,18662.42
2016,Castilla y León,Mujeres,mediana,15916.57
2016,Castilla-La Mancha,Hombres,cuartil_25,15291.06
2016,Castilla-La Mancha,Hombres,cuartil_75,26871.63
2016,Castilla-La Mancha,Hombres,media,22871.41
2016,Castilla-La Mancha,Hombres,mediana,19380.27
2016,Castilla-La Mancha,Mujeres,cuartil_25,9795.42
2016,Castilla-La Mancha,Mujeres,cuartil_75,23699.63
2016,Castilla-La Mancha,Mujeres,media,18213.71
2016,Castilla-La Mancha,Mujeres,mediana,15670.87
2016,Cataluña,Hombres,cuartil_25,17240.34
2016,Cataluña,Hombres,cuartil_75,34772.08
2016,Cataluña,Hombres,media,27572.76
2016,Cataluña,Hombres,mediana,24050.27
2016,Cataluña,Mujeres,cuartil_25,11795.02
2016,Cataluña,Mujeres,cuartil_75,27070.15
2016,Cataluña,Mujeres,media,21110.34
2016,Cataluña,Mujeres,mediana,18372.96
2016,Comunidad de Madrid,Hombres,cuartil_25,15889.39
2016,Comunidad de Madrid,Hombres,cuartil_75,37121.73
2016,Comunidad de Madrid,Hombres,media,29111.2
2016,Comunidad de Madrid,Hombres,mediana,23368.24
2016,Comunidad de Madrid,Mujeres,cuartil_25,12641.22
2016,Comunidad de Madrid,Mujeres,cuartil_75,30000.0
2016,Comunidad de Madrid,Mujeres,media,23371.33
2016,Comunidad de Madrid,Mujeres,mediana,18823.19
2016,Comunitat Valenciana,Hombres,cuartil_25,15376.32
2016,Comunitat Valenciana,Hombres,cuartil_75,28509.58
2016,Comunitat Valenciana,Hombres,media,23672.18
2016,Comunitat Valenciana,Hombres,mediana,19626.45
2016,Comunitat Valenciana,Mujeres,cuartil_25,10111.64
2016,Comunitat Valenciana,Mujeres,cuartil_75,23126.03
2016,Comunitat Valenciana,Mujeres,media,18349.52
2016,Comunitat Valenciana,Mujeres,mediana,15418.32
2016,Extremadura,Hombres,cuartil_25,14238.14
2016,Extremadura,Hombres,cuartil_75,25697.56
2016,Extremadura,Hombres,media,21554.75
2016,Extremadura,Hombres,mediana,17972.0
2016,Extremadura,Mujeres,cuartil_25,8466.45
2016,Extremadura,Mujeres,cuartil_75,23624.78
2016,Extremadura,Mujeres,media,17360.28
2016,Extremadura,Mujeres,mediana,14711.69
2016,Galicia,Hombres,cuartil_25,15918.42
2016,Galicia,Hombres,cuartil_75,27904.96
2016,Galicia,Hombres,media,23774.21
2016,Galicia,Hombres,mediana,20204.71
2016,Galicia,Mujeres,cuartil_25,10970.63
2016,Galicia,Mujeres,cuartil_75,22561.92
2016,Galicia,Mujeres,media,18294.47
2016,Galicia,Mujeres,mediana,15542.62
2016,Illes Balears,Hombres,cuartil_25,15423.91
2016,Illes Balears,Hombres,cuartil_75,26878.5
2016,Illes Balears,Hombres,media,23286.85
2016,Illes Balears,Hombres,mediana,20106.69
2016,Illes Balears,Mujeres,cuartil_25,12354.0
2016,Illes Balears,Mujeres,cuartil_75,24141.58
2016,Illes Balears,Mujeres,media,19702.6
2016,Illes Balears,Mujeres,mediana,17582.01
2016,La Rioja,Hombres,cuartil_25,16879.66
2016,La Rioja,Hombres,cuartil_75,29093.43
2016,La Rioja,Hombres,media,24653.37
2016,La Rioja,Hombres,mediana,21335.07
2016,La Rioja,Mujeres,cuartil_25,11026.54
2016,La Rioja,Mujeres,cuartil_75,23813.08
2016,La Rioja,Mujeres,media,19047.2
2016,La Rioja,Mujeres,mediana,16648.52
2016,Navarra,Hombres,cuartil_25,19078.73
2016,Navarra,Hombres,cuartil_75,36113.63
2016,Navarra,Hombres,media,29098.99
2016,Navarra,Hombres,mediana,26322.04
2016,Navarra,Mujeres,cuartil_25,12484.41
2016,Navarra,Mujeres,cuartil_75,26875.45
2016,Navarra,Mujeres,media,20946.0
2016,Navarra,Mujeres,mediana,19009.17
2016,País Vasco,Hombres,cuartil_25,19951.2
2016,País Vasco,Hombres,cuartil_75,39302.64
2016,País Vasco,Hombres,media,31001.21
2016,País Vasco,Hombres,mediana,28419.15
2016,País Vasco,Mujeres,cuartil_25,12796.19
2016,País Vasco,Mujeres,cuartil_75,31615.8
2016,País Vasco,Mujeres,media,23428.18
2016,País Vasco,Mujeres,mediana,20464.68
2016,Región de Murcia,Hombres,cuartil_25,14717.85
2016,Región de Murcia,Hombres,cuartil_75,28740.68
2016,Región de Murcia,Hombres,media,23947.99
2016,Región de Murcia,Hombres,mediana,19568.38
2016,Región de Murcia,Mujeres,cuartil_25,9621.41
2016,Región de Murcia,Mujeres,cuartil_75,23562.6
2016,Región de Murcia,Mujeres,media,18033.05
2016,Región de Murcia,Mujeres,mediana,14437.37
2017,Andalucía,Hombres,cuartil_25,15680.56
2017,Andalucía,Hombres,cuartil_75,29443.23
2017,Andalucía,Hombres,media,24175.52
2017,Andalucía,Hombres,mediana,20410.32
2017,Andalucía,Mujeres,cuartil_25,9907.8
2017,Andalucía,Mujeres,cuartil_75,23772.43
2017,Andalucía,Mujeres,media,18287.29
2017,Andalucía,Mujeres,mediana,15368.02
2017,Aragón,Hombres,cuartil_25,17363.47
2017,Aragón,Hombres,cuartil_75,31121.85
2017,Aragón,Hombres,media,25878.46
2017,Aragón,Hombres,mediana,22790.36
2017,Aragón,Mujeres,cuartil_25,11626.11
2017,Aragón,Mujeres,cuartil_75,24684.39
2017,Aragón,Mujeres,media,19677.22
2017,Aragón,Mujeres,mediana,16812.83
2017,Asturias,Hombres,cuartil_25,17879.09
2017,Asturias,Hombres,cuartil_75,34780.69
2017,Asturias,Hombres,media,27849.0
2017,Asturias,Hombres,mediana,24030.46
2017,Asturias,Mujeres,cuartil_25,11309.49
2017,Asturias,Mujeres,cuartil_75,24169.15
2017,Asturias,Mujeres,media,19426.48
2017,Asturias,Mujeres,mediana,15795.6
2017,Canarias,Hombres,cuartil_25,13652.33
2017,Canarias,Hombres,cuartil_75,24621.85
2017,Canarias,Hombres,media,21291.66
2017,Canarias,Hombres,mediana,17776.74
2017,Canarias,Mujeres,cuartil_25,11207.17
2017,Canarias,Mujeres,cuartil_75,23162.2
2017,Canarias,Mujeres,media,18917.73
2017,Canarias,Mujeres,mediana,16343.72
2017,Cantabria,Hombres,cuartil_25,16044.22
2017,Cantabria,Hombres,cuartil_75,31213.07
2017,Cantabria,Hombres,media,25249.94
2017,Cantabria,Hombres,mediana,21322.62
2017,Cantabria,Mujeres,cuartil_25,11223.96
2017,Cantabria,Mujeres,cuartil_75,24158.18
2017,Cantabria,Mujeres,media,19012.2
2017,Cantabria,Mujeres,mediana,15998.06
2017,Castilla y León,Hombres,cuartil_25,16324.44
2017,Castilla y León,Hombres,cuartil_75,30184.74
2017,Castilla y León,Hombres,media,24782.8
2017,Castilla y León,Hombres,mediana,21162.75
2017,Castilla y León,Mujeres,cuartil_25,10770.0
2017,Castilla y León,Mujeres,cuartil_75,23910.55
2017,Castilla y León,Mujeres,media,18796.93
2017,Castilla y León,Mujeres,mediana,15985.41
2017,Castilla-La Mancha,Hombres,cuartil_25,15625.8
2017,Castilla-La Mancha,Hombres,cuartil_75,26863.69
2017,Castilla-La Mancha,Hombres,media,23160.99
2017,Castilla-La Mancha,Hombres,mediana,19295.42
2017,Castilla-La Mancha,Mujeres,cuartil_25,9930.07
2017,Castilla-La Mancha,Mujeres,cuartil_75,23041.89
2017,Castilla-La Mancha,Mujeres,media,18327.35
2017,Castilla-La Mancha,Mujeres,mediana,15130.6
2017,Cataluña,Hombres,cuartil_25,17760.96
2017,Cataluña,Hombres,cuartil_75,35500.0
2017,Cataluña,Hombres,media,28323.31
2017,Cataluña,Hombres,mediana,24473.89
2017,Cataluña,Mujeres,cuartil_25,12586.62
2017,Cataluña,Mujeres,cuartil_75,27662.18
2017,Cataluña,Mujeres,media,21801.47
2017,Cataluña,Mujeres,mediana,18865.83
2017,Comunidad de Madrid,Hombres,cuartil_25,16477.3
2017,Comunidad de Madrid,Hombres,cuartil_75,37524.86
2017,Comunidad de Madrid,Hombres,media,29910.43
2017,Comunidad de Madrid,Hombres,mediana,23704.0
2017,Comunidad de Madrid,Mujeres,cuartil_25,13048.7
2017,Comunidad de Madrid,Mujeres,cuartil_75,30691.77
2017,Comunidad de Madrid,Mujeres,media,24029.31
2017,Comunidad de Madrid,Mujeres,mediana,19368.41
2017,Comunitat Valenciana,Hombres,cuartil_25,15478.53
2017,Comunitat Valenciana,Hombres,cuartil_75,28721.68
2017,Comunitat Valenciana,Hombres,media,23867.74
2017,Comunitat Valenciana,Hombres,mediana,20063.8
2017,Comunitat Valenciana,Mujeres,cuartil_25,10345.03
2017,Comunitat Valenciana,Mujeres,cuartil_75,23512.5
2017,Comunitat Valenciana,Mujeres,media,18523.81
2017,Comunitat Valenciana,Mujeres,mediana,15653.28
2017,Extremadura,Hombres,cuartil_25,14642.76
2017,Extremadura,Hombres,cuartil_75,25750.6
2017,Extremadura,Hombres,media,21585.18
2017,Extremadura,Hombres,mediana,18366.85
2017,Extremadura,Mujeres,cuartil_25,9009.7
2017,Extremadura,Mujeres,cuartil_75,24098.53
2017,Extremadura,Mujeres,media,17722.29
2017,Extremadura,Mujeres,mediana,14998.8
2017,Galicia,Hombres,cuartil_25,16269.0
2017,Galicia,Hombres,cuartil_75,29016.67
2017,Galicia,Hombres,media,24321.64
2017,Galicia,Hombres,mediana,20715.71
2017,Galicia,Mujeres,cuartil_25,11191.79
2017,Galicia,Mujeres,cuartil_75,23173.85
2017,Galicia,Mujeres,media,18833.53
2017,Galicia,Mujeres,mediana,15970.06
2017,Illes Balears,Hombres,cuartil_25,16038.48
2017,Illes Balears,Hombres,cuartil_75,26899.07
2017,Illes Balears,Hombres,media,23538.43
2017,Illes Balears,Hombres,mediana,20252.93
2017,Illes Balears,Mujeres,cuartil_25,13237.67
2017,Illes Balears,Mujeres,cuartil_75,24565.83
2017,Illes Balears,Mujeres,media,20465.58
2017,Illes Balears,Mujeres,mediana,18113.66
2017,La Rioja,Hombres,cuartil_25,16997.73
2017,La Rioja,Hombres,cuartil_75,28845.24
2017,La Rioja,Hombres,media,24820.49
2017,La Rioja,Hombres,mediana,21534.49
2017,La Rioja,Mujeres,cuartil_25,11089.16
2017,La Rioja,Mujeres,cuartil_75,24633.54
2017,La Rioja,Mujeres,media,19353.55
2017,La Rioja,Mujeres,mediana,16395.19
2017,Navarra,Hombres,cuartil_25,20017.26
2017,Navarra,Hombres,cuartil_75,36590.82
2017,Navarra,Hombres,media,29699.1
2017,Navarra,Hombres,mediana,26794.06
2017,Navarra,Mujeres,cuartil_25,13073.35
2017,Navarra,Mujeres,cuartil_75,27624.2
2017,Navarra,Mujeres,media,21898.57
2017,Navarra,Mujeres,mediana,19740.36
2017,País Vasco,Hombres,cuartil_25,20814.0
2017,País Vasco,Hombres,cuartil_75,40001.09
2017,País Vasco,Hombres,media,31618.97
2017,País Vasco,Hombres,mediana,29027.07
2017,País Vasco,Mujeres,cuartil_25,13515.58
2017,País Vasco,Mujeres,cuartil_75,32268.87
2017,País Vasco,Mujeres,media,24165.97
2017,País Vasco,Mujeres,mediana,21242.12
2017,Región de Murcia,Hombres,cuartil_25,15893.25
2017,Región de Murcia,Hombres,cuartil_75,28325.94
2017,Región de Murcia,Hombres,media,24009.22
2017,Región de Murcia,Hombres,mediana,20015.75
2017,Región de Murcia,Mujeres,cuartil_25,10263.83
2017,Región de Murcia,Mujeres,cuartil_75,22802.34
2017,Región de Murcia,Mujeres,media,18048.37
2017,Región de Murcia,Mujeres,mediana,14803.44
2018,Andalucía,Hombres,cuartil_25,15209.15
2018,Andalucía,Hombres,cuartil_75,30278.33
2018,Andalucía,Hombres,media,24712.69
2018,Andalucía,Hombres,mediana,20492.37
2018,Andalucía,Mujeres,cuartil_25,9780.75
2018,Andalucía,Mujeres,cuartil_75,24307.97
2018,Andalucía,Mujeres,media,18672.11
2018,Andalucía,Mujeres,mediana,15392.05
2018,Aragón,Hombres,cuartil_25,17516.74
2018,Aragón,Hombres,cuartil_75,32027.02
2018,Aragón,Hombres,media,26640.59
2018,Aragón,Hombres,mediana,23305.59
2018,Aragón,Mujeres,cuartil_25,11581.49
2018,Aragón,Mujeres,cuartil_75,25096.88
2018,Aragón,Mujeres,media,20074.25
2018,Aragón,Mujeres,mediana,17347.52
2018,Asturias,Hombres,cuartil_25,17848.21
2018,Asturias,Hombres,cuartil_75,35428.24
2018,Asturias,Hombres,media,27912.91
2018,Asturias,Hombres,mediana,24328.16
2018,Asturias,Mujeres,cuartil_25,11019.96
2018,Asturias,Mujeres,cuartil_75,24840.66
2018,Asturias,Mujeres,media,19744.94
2018,Asturias,Mujeres,mediana,16734.0
2018,Canarias,Hombres,cuartil_25,14526.99
2018,Canarias,Hombres,cuartil_75,25432.94
2018,Canarias,Hombres,media,22333.63
2018,Canarias,Hombres,mediana,18307.59
2018,Canarias,Mujeres,cuartil_25,11424.44
2018,Canarias,Mujeres,cuartil_75,22623.86
2018,Canarias,Mujeres,media,19051.01
2018,Canarias,Mujeres,mediana,16098.78
2018,Cantabria,Hombres,cuartil_25,16547.52
2018,Cantabria,Hombres,cuartil_75,30843.33
2018,Cantabria,Hombres,media,25349.01
2018,Cantabria,Hombres,mediana,21445.24
2018,Cantabria,Mujeres,cuartil_25,12030.68
2018,Cantabria,Mujeres,cuartil_75,24741.46
2018,Cantabria,Mujeres,media,19630.01
2018,Cantabria,Mujeres,mediana,16163.33
2018,Castilla y León,Hombres,cuartil_25,16384.2
2018,Castilla y León,Hombres,cuartil_75,30377.66
2018,Castilla y León,Hombres,media,24714.04
2018,Castilla y León,Hombres,mediana,20956.83
2018,Castilla y León,Mujeres,cuartil_25,10622.62
2018,Castilla y León,Mujeres,cuartil_75,24456.66
2018,Castilla y León,Mujeres,media,19056.53
2018,Castilla y León,Mujeres,mediana,16689.49
2018,Castilla-La Mancha,Hombres,cuartil_25,16593.0
2018,Castilla-La Mancha,Hombres,cuartil_75,27415.27
2018,Castilla-La Mancha,Hombres,media,23960.1
2018,Castilla-La Mancha,Hombres,mediana,20042.0
2018,Castilla-La Mancha,Mujeres,cuartil_25,10284.05
2018,Castilla-La Mancha,Mujeres,cuartil_75,23899.6
2018,Castilla-La Mancha,Mujeres,media,19088.87
2018,Castilla-La Mancha,Mujeres,mediana,15751.2
2018,Cataluña,Hombres,cuartil_25,17919.99
2018,Cataluña,Hombres,cuartil_75,35465.44
2018,Cataluña,Hombres,media,28640.23
2018,Cataluña,Hombres,mediana,24831.22
2018,Cataluña,Mujeres,cuartil_25,12558.47
2018,Cataluña,Mujeres,cuartil_75,28105.79
2018,Cataluña,Mujeres,media,22289.9
2018,Cataluña,Mujeres,mediana,18929.02
2018,Comunidad de Madrid,Hombres,cuartil_25,16610.58
2018,Comunidad de Madrid,Hombres,cuartil_75,37538.84
2018,Comunidad de Madrid,Hombres,media,29816.34
2018,Comunidad de Madrid,Hombres,mediana,23682.67
2018,Comunidad de Madrid,Mujeres,cuartil_25,12989.48
2018,Comunidad de Madrid,Mujeres,cuartil_75,30705.13
2018,Comunidad de Madrid,Mujeres,media,23925.99
2018,Comunidad de Madrid,Mujeres,mediana,19044.86
2018,Comunitat Valenciana,Hombres,cuartil_25,15989.12
2018,Comunitat Valenciana,Hombres,cuartil_75,29572.64
2018,Comunitat Valenciana,Hombres,media,24537.07
2018,Comunitat Valenciana,Hombres,mediana,20581.98
2018,Comunitat Valenciana,Mujeres,cuartil_25,10867.61
2018,Comunitat Valenciana,Mujeres,cuartil_75,24240.0
2018,Comunitat Valenciana,Mujeres,media,19235.72
2018,Comunitat Valenciana,Mujeres,mediana,16283.93
2018,Extremadura,Hombres,cuartil_25,14948.17
2018,Extremadura,Hombres,cuartil_75,24685.45
2018,Extremadura,Hombres,media,21794.57
2018,Extremadura,Hombres,mediana,18579.73
2018,Extremadura,Mujeres,cuartil_25,8781.44
2018,Extremadura,Mujeres,cuartil_75,22977.31
2018,Extremadura,Mujeres,media,17972.63
2018,Extremadura,Mujeres,mediana,15114.77
2018,Galicia,Hombres,cuartil_25,16227.76
2018,Galicia,Hombres,cuartil_75,28737.16
2018,Galicia,Hombres,media,24826.91
2018,Galicia,Hombres,mediana,20357.74
2018,Galicia,Mujeres,cuartil_25,11565.45
2018,Galicia,Mujeres,cuartil_75,24653.09
2018,Galicia,Mujeres,media,19543.17
2018,Galicia,Mujeres,mediana,16146.14
2018,Illes Balears,Hombres,cuartil_25,15850.26
2018,Illes Balears,Hombres,cuartil_75,28926.98
2018,Illes Balears,Hombres,media,24437.58
2018,Illes Balears,Hombres,mediana,21311.13
2018,Illes Balears,Mujeres,cuartil_25,13091.94
2018,Illes Balears,Mujeres,cuartil_75,25764.13
2018,Illes Balears,Mujeres,media,21085.74
2018,Illes Balears,Mujeres,mediana,18732.27
2018,La Rioja,Hombres,cuartil_25,17679.0
2018,La Rioja,Hombres,cuartil_75,30840.3
2018,La Rioja,Hombres,media,25593.27
2018,La Rioja,Hombres,mediana,22332.89
2018,La Rioja,Mujeres,cuartil_25,12193.54
2018,La Rioja,Mujeres,cuartil_75,24600.0
2018,La Rioja,Mujeres,media,19770.93
2018,La Rioja,Mujeres,mediana,16793.4
2018,Navarra,Hombres,cuartil_25,20553.03
2018,Navarra,Hombres,cuartil_75,35948.68
2018,Navarra,Hombres,media,29546.12
2018,Navarra,Hombres,mediana,26845.99
2018,Navarra,Mujeres,cuartil_25,13640.48
2018,Navarra,Mujeres,cuartil_75,29150.65
2018,Navarra,Mujeres,media,22697.59
2018,Navarra,Mujeres,mediana,20530.96
2018,País Vasco,Hombres,cuartil_25,20908.0
2018,País Vasco,Hombres,cuartil_75,40391.18
2018,País Vasco,Hombres,media,31970.3
2018,País Vasco,Hombres,mediana,28922.3
2018,País Vasco,Mujeres,cuartil_25,13331.94
2018,País Vasco,Mujeres,cuartil_75,33683.72
2018,País Vasco,Mujeres,media,24757.18
2018,País Vasco,Mujeres,mediana,20933.65
2018,Región de Murcia,Hombres,cuartil_25,15211.05
2018,Región de Murcia,Hombres,cuartil_75,27982.47
2018,Región de Murcia,Hombres,media,23670.24
2018,Región de Murcia,Hombres,mediana,20046.05
2018,Región de Murcia,Mujeres,cuartil_25,9929.88
2018,Región de Murcia,Mujeres,cuartil_75,24142.46
2018,Región de Murcia,Mujeres,media,18598.64
2018,Región de Murcia,Mujeres,mediana,15498.24
2019,Andalucía,Hombres,cuartil_25,15769.42
2019,Andalucía,Hombres,cuartil_75,30071.42
2019,Andalucía,Hombres,media,24527.67
2019,Andalucía,Hombres,mediana,20433.9
2019,Andalucía,Mujeres,cuartil_25,10818.08
2019,Andalucía,Mujeres,cuartil_75,25060.2
2019,Andalucía,Mujeres,media,19391.52
2019,Andalucía,Mujeres,mediana,15977.45
2019,Aragón,Hombres,cuartil_25,17348.92
2019,Aragón,Hombres,cuartil_75,32426.95
2019,Aragón,Hombres,media,26404.73
2019,Aragón,Hombres,mediana,23180.28
2019,Aragón,Mujeres,cuartil_25,12346.52
2019,Aragón,Mujeres,cuartil_75,25538.67
2019,Aragón,Mujeres,media,20360.25
2019,Aragón,Mujeres,mediana,17600.08
2019,Asturias,Hombres,cuartil_25,17884.68
2019,Asturias,Hombres,cuartil_75,35517.33
2019,Asturias,Hombres,media,28481.75
2019,Asturias,Hombres,mediana,24572.07
2019,Asturias,Mujeres,cuartil_25,12012.88
2019,Asturias,Mujeres,cuartil_75,28157.65
2019,Asturias,Mujeres,media,21298.58
2019,Asturias,Mujeres,mediana,17275.56
2019,Canarias,Hombres,cuartil_25,14142.88
2019,Canarias,Hombres,cuartil_75,25246.21
2019,Canarias,Hombres,media,22082.69
2019,Canarias,Hombres,mediana,18239.21
2019,Canarias,Mujeres,cuartil_25,11730.79
2019,Canarias,Mujeres,cuartil_75,23186.56
2019,Canarias,Mujeres,media,19540.82
2019,Canarias,Mujeres,mediana,16333.36
2019,Cantabria,Hombres,cuartil_25,16776.55
2019,Cantabria,Hombres,cuartil_75,32049.24
2019,Cantabria,Hombres,media,25795.43
2019,Cantabria,Hombres,mediana,21609.68
2019,Cantabria,Mujeres,cuartil_25,12300.5
2019,Cantabria,Mujeres,cuartil_75,27128.94
2019,Cantabria,Mujeres,media,20600.16
2019,Cantabria,Mujeres,mediana,17278.21
2019,Castilla y León,Hombres,cuartil_25,16302.05
2019,Castilla y León,Hombres,cuartil_75,29721.16
2019,Castilla y León,Hombres,media,24665.79
2019,Castilla y León,Hombres,mediana,21042.97
2019,Castilla y León,Mujeres,cuartil_25,11519.02
2019,Castilla y León,Mujeres,cuartil_75,24794.74
2019,Castilla y León,Mujeres,media,19414.11
2019,Castilla y León,Mujeres,mediana,16352.32
2019,Castilla-La Mancha,Hombres,cuartil_25,16199.26
2019,Castilla-La Mancha,Hombres,cuartil_75,27168.54
2019,Castilla-La Mancha,Hombres,media,23494.17
2019,Castilla-La Mancha,Hombres,mediana,19757.49
2019,Castilla-La Mancha,Mujeres,cuartil_25,11657.19
2019,Castilla-La Mancha,Mujeres,cuartil_75,25096.96
2019,Castilla-La Mancha,Mujeres,media,19939.58
2019,Castilla-La Mancha,Mujeres,mediana,16554.6
2019,Cataluña,Hombres,cuartil_25,18090.72
2019,Cataluña,Hombres,cuartil_75,35926.12
2019,Cataluña,Hombres,media,28965.38
2019,Cataluña,Hombres,mediana,24775.69
2019,Cataluña,Mujeres,cuartil_25,13441.14
2019,Cataluña,Mujeres,cuartil_75,29159.18
2019,Cataluña,Mujeres,media,22988.22
2019,Cataluña,Mujeres,mediana,19750.0
2019,Comunidad de Madrid,Hombres,cuartil_25,16958.07
2019,Comunidad de Madrid,Hombres,cuartil_75,38694.39
2019,Comunidad de Madrid,Hombres,media,30530.89
2019,Comunidad de Madrid,Hombres,mediana,24408.73
2019,Comunidad de Madrid,Mujeres,cuartil_25,13551.2
2019,Comunidad de Madrid,Mujeres,cuartil_75,32189.62
2019,Comunidad de Madrid,Mujeres,media,24873.79
2019,Comunidad de Madrid,Mujeres,mediana,20182.37
2019,Comunitat Valenciana,Hombres,cuartil_25,15833.6
2019,Comunitat Valenciana,Hombres,cuartil_75,29310.96
2019,Comunitat Valenciana,Hombres,media,24499.53
2019,Comunitat Valenciana,Hombres,mediana,20600.02
2019,Comunitat Valenciana,Mujeres,cuartil_25,10835.7
2019,Comunitat Valenciana,Mujeres,cuartil_75,24514.53
2019,Comunitat Valenciana,Mujeres,media,19314.58
2019,Comunitat Valenciana,Mujeres,mediana,15913.39
2019,Extremadura,Hombres,cuartil_25,14996.16
2019,Extremadura,Hombres,cuartil_75,24948.77
2019,Extremadura,Hombres,media,21823.73
2019,Extremadura,Hombres,mediana,18367.82
2019,Extremadura,Mujeres,cuartil_25,9526.66
2019,Extremadura,Mujeres,cuartil_75,23472.09
2019,Extremadura,Mujeres,media,18012.58
2019,Extremadura,Mujeres,mediana,14741.57
2019,Galicia,Hombres,cuartil_25,16370.47
2019,Galicia,Hombres,cuartil_75,28847.5
2019,Galicia,Hombres,media,24542.83
2019,Galicia,Hombres,mediana,20847.81
2019,Galicia,Mujeres,cuartil_25,12110.39
2019,Galicia,Mujeres,cuartil_75,24071.04
2019,Galicia,Mujeres,media,19818.26
2019,Galicia,Mujeres,mediana,16412.28
2019,Illes Balears,Hombres,cuartil_25,17149.94
2019,Illes Balears,Hombres,cuartil_75,29034.16
2019,Illes Balears,Hombres,media,24914.51
2019,Illes Balears,Hombres,mediana,21327.78
2019,Illes Balears,Mujeres,cuartil_25,14095.08
2019,Illes Balears,Mujeres,cuartil_75,25583.05
2019,Illes Balears,Mujeres,media,21631.07
2019,Illes Balears,Mujeres,mediana,19288.65
2019,La Rioja,Hombres,cuartil_25,17405.96
2019,La Rioja,Hombres,cuartil_75,30002.61
2019,La Rioja,Hombres,media,25342.99
2019,La Rioja,Hombres,mediana,22000.0
2019,La Rioja,Mujeres,cuartil_25,12051.6
2019,La Rioja,Mujeres,cuartil_75,25351.93
2019,La Rioja,Mujeres,media,20377.23
2019,La Rioja,Mujeres,mediana,16888.67
2019,Navarra,Hombres,cuartil_25,20723.1
2019,Navarra,Hombres,cuartil_75,37347.94
2019,Navarra,Hombres,media,30564.9
2019,Navarra,Hombres,mediana,27288.27
2019,Navarra,Mujeres,cuartil_25,14278.71
2019,Navarra,Mujeres,cuartil_75,30715.53
2019,Navarra,Mujeres,media,23728.82
2019,Navarra,Mujeres,mediana,21967.08
2019,País Vasco,Hombres,cuartil_25,20856.06
2019,País Vasco,Hombres,cuartil_75,41380.67
2019,País Vasco,Hombres,media,32529.17
2019,País Vasco,Hombres,mediana,29339.67
2019,País Vasco,Mujeres,cuartil_25,14666.0
2019,País Vasco,Mujeres,cuartil_75,35425.0
2019,País Vasco,Mujeres,media,26197.62
2019,País Vasco,Mujeres,mediana,22498.0
2019,Región de Murcia,Hombres,cuartil_25,15853.14
2019,Región de Murcia,Hombres,cuartil_75,28541.6
2019,Región de Murcia,Hombres,media,24289.41
2019,Región de Murcia,Hombres,mediana,20183.28
2019,Región de Murcia,Mujeres,cuartil_25,11122.43
2019,Región de Murcia,Mujeres,cuartil_75,24534.48
2019,Región de Murcia,Mujeres,media,19431.25
2019,Región de Murcia,Mujeres,mediana,15598.4
2020,Andalucía,Hombres,cuartil_25,15800.22
2020,Andalucía,Hombres,cuartil_75,30069.56
2020,Andalucía,Hombres,media,24785.82
2020,Andalucía,Hombres,mediana,20492.93
2020,Andalucía,Mujeres,cuartil_25,10942.79
2020,Andalucía,Mujeres,cuartil_75,25271.08
2020,Andalucía,Mujeres,media,19517.52
2020,Andalucía,Mujeres,mediana,15743.42
2020,Aragón,Hombres,cuartil_25,17779.71
2020,Aragón,Hombres,cuartil_75,32107.06
2020,Aragón,Hombres,media,26505.7
2020,Aragón,Hombres,mediana,23057.14
2020,Aragón,Mujeres,cuartil_25,13302.28
2020,Aragón,Mujeres,cuartil_75,26378.08
2020,Aragón,Mujeres,media,21365.11
2020,Aragón,Mujeres,mediana,18795.58
2020,Asturias,Hombres,cuartil_25,18249.09
2020,Asturias,Hombres,cuartil_75,35658.38
2020,Asturias,Hombres,media,27948.09
2020,Asturias,Hombres,mediana,24674.08
