year,comunidad_autonoma,sexo,medida,value
2012,Andalucía,Mujeres,cuartil_25,9926.27
2012,Andalucía,Mujeres,cuartil_75,22931.4
2012,Andalucía,Mujeres,media,17828.44
2012,Andalucía,Mujeres,mediana,15480.07
2012,Aragón,Hombres,cuartil_25,16765.53
2012,Aragón,Hombres,cuartil_75,30744.34
2012,Aragón,Hombres,media,25766.27
2012,Aragón,Hombres,mediana,22231.84
2012,Aragón,Mujeres,cuartil_25,10549.6
2012,Aragón,Mujeres,cuartil_75,22199.5
2012,Aragón,Mujeres,media,18042.28
2012,Aragón,Mujeres,mediana,15734.04
2012,Asturias,Hombres,cuartil_25,16392.96
2012,Asturias,Hombres,cuartil_75,31345.36
2012,Asturias,Hombres,media,25048.82
2012,Asturias,Hombres,mediana,21732.37
2012,Asturias,Mujeres,cuartil_25,10689.15
2012,Asturias,Mujeres,cuartil_75,21980.12
2012,Asturias,Mujeres,media,18026.01
2012,Asturias,Mujeres,mediana,15474.56
2012,Canarias,Hombres,cuartil_25,13122.31
2012,Canarias,Hombres,cuartil_75,25086.57
2012,Canarias,Hombres,media,21089.85
2012,Canarias,Hombres,mediana,17941.68
2012,Canarias,Mujeres,cuartil_25,10039.97
2012,Canarias,Mujeres,cuartil_75,21952.88
2012,Canarias,Mujeres,media,17498.71
2012,Canarias,Mujeres,mediana,14680.25
2012,Cantabria,Hombres,cuartil_25,15300.0
2012,Cantabria,Hombres,cuartil_75,27716.35
2012,Cantabria,Hombres,media,23309.9
2012,Cantabria,Hombres,mediana,19685.54
2012,Cantabria,Mujeres,cuartil_25,10015.6
2012,Cantabria,Mujeres,cuartil_75,20123.96
2012,Cantabria,Mujeres,media,16771.99
2012,Cantabria,Mujeres,mediana,14449.44
2012,Castilla y León,Hombres,cuartil_25,15225.36
2012,Castilla y León,Hombres,cuartil_75,28604.84
2012,Castilla y León,Hombres,media,23473.82
2012,Castilla y León,Hombres,mediana,19680.54
2012,Castilla y León,Mujeres,cuartil_25,10185.0
2012,Castilla y León,Mujeres,cuartil_75,22631.56
2012,Castilla y León,Mujeres,media,17552.07
2012,Castilla y León,Mujeres,mediana,15275.45
2012,Castilla-La Mancha,Hombres,cuartil_25,15036.25
2012,Castilla-La Mancha,Hombres,cuartil_75,26771.49
2012,Castilla-La Mancha,Hombres,media,22810.39
2012,Castilla-La Mancha,Hombres,mediana,18780.36
2012,Castilla-La Mancha,Mujeres,cuartil_25,10004.38
2012,Castilla-La Mancha,Mujeres,cuartil_75,21632.21
2012,Castilla-La Mancha,Mujeres,media,17527.3
2012,Castilla-La Mancha,Mujeres,mediana,14956.86
2012,Cataluña,Hombres,cuartil_25,17100.34
2012,Cataluña,Hombres,cuartil_75,34612.4
2012,Cataluña,Hombres,media,27836.4
2012,Cataluña,Hombres,mediana,24001.24
2012,Cataluña,Mujeres,cuartil_25,12321.69
2012,Cataluña,Mujeres,cuartil_75,26388.98
2012,Cataluña,Mujeres,media,20931.07
2012,Cataluña,Mujeres,mediana,18049.47
2012,Comunidad de Madrid,Hombres,cuartil_25,16338.12
2012,Comunidad de Madrid,Hombres,cuartil_75,37234.04
2012,Comunidad de Madrid,Hombres,media,29116.2
2012,Comunidad de Madrid,Hombres,mediana,24178.37
2012,Comunidad de Madrid,Mujeres,cuartil_25,12569.16
2012,Comunidad de Madrid,Mujeres,cuartil_75,29026.47
2012,Comunidad de Madrid,Mujeres,media,22841.15
2012,Comunidad de Madrid,Mujeres,mediana,18595.78
2012,Comunitat Valenciana,Hombres,cuartil_25,15429.09
2012,Comunitat Valenciana,Hombres,cuartil_75,29325.02
2012,Comunitat Valenciana,Hombres,media,24289.23
2012,Comunitat Valenciana,Hombres,mediana,20211.14
2012,Comunitat Valenciana,Mujeres,cuartil_25,10249.98
2012,Comunitat Valenciana,Mujeres,cuartil_75,22471.48
2012,Comunitat Valenciana,Mujeres,media,17870.88
2012,Comunitat Valenciana,Mujeres,mediana,15602.67
2012,Extremadura,Hombres,cuartil_25,14352.12
2012,Extremadura,Hombres,cuartil_75,24790.12
2012,Extremadura,Hombres,media,21585.3
2012,Extremadura,Hombres,mediana,17477.31
2012,Extremadura,Mujeres,cuartil_25,9744.46
2012,Extremadura,Mujeres,cuartil_75,21082.02
2012,Extremadura,Mujeres,media,17401.9
2012,Extremadura,Mujeres,mediana,14758.54
2012,Galicia,Hombres,cuartil_25,14907.87
2012,Galicia,Hombres,cuartil_75,25573.85
2012,Galicia,Hombres,media,22059.69
2012,Galicia,Hombres,mediana,18257.96
2012,Galicia,Mujeres,cuartil_25,10731.64
2012,Galicia,Mujeres,cuartil_75,20103.78
2012,Galicia,Mujeres,media,16727.15
2012,Galicia,Mujeres,mediana,14629.68
2012,Illes Balears,Hombres,cuartil_25,15083.38
2012,Illes Balears,Hombres,cuartil_75,27222.86
2012,Illes Balears,Hombres,media,22859.04
2012,Illes Balears,Hombres,mediana,19510.2
2012,Illes Balears,Mujeres,cuartil_25,12900.79
2012,Illes Balears,Mujeres,cuartil_75,22465.23
2012,Illes Balears,Mujeres,media,19022.24
2012,Illes Balears,Mujeres,mediana,16999.82
2012,La Rioja,Hombres,cuartil_25,15387.11
2012,La Rioja,Hombres,cuartil_75,27360.1
2012,La Rioja,Hombres,media,23097.08
2012,La Rioja,Hombres,mediana,20229.41
2012,La Rioja,Mujeres,cuartil_25,10313.51
2012,La Rioja,Mujeres,cuartil_75,22068.6
2012,La Rioja,Mujeres,media,17486.66
2012,La Rioja,Mujeres,mediana,15069.41
2012,Navarra,Hombres,cuartil_25,19226.93
2012,Navarra,Hombres,cuartil_75,34224.48
2012,Navarra,Hombres,media,27632.8
2012,Navarra,Hombres,mediana,25401.59
2012,Navarra,Mujeres,cuartil_25,11623.38
2012,Navarra,Mujeres,cuartil_75,24548.3
2012,Navarra,Mujeres,media,19462.13
2012,Navarra,Mujeres,mediana,17807.06
2012,País Vasco,Hombres,cuartil_25,19876.94
2012,País Vasco,Hombres,cuartil_75,37457.45
2012,País Vasco,Hombres,media,30084.89
2012,País Vasco,Hombres,mediana,27896.6
2012,País Vasco,Mujeres,cuartil_25,12514.09
2012,País Vasco,Mujeres,cuartil_75,29591.0
2012,País Vasco,Mujeres,media,22313.41
2012,País Vasco,Mujeres,mediana,19640.0
2012,Región de Murcia,Hombres,cuartil_25,14909.5
2012,Región de Murcia,Hombres,cuartil_75,27938.72
2012,Región de Murcia,Hombres,media,23487.03
2012,Región de Murcia,Hombres,mediana,19258.53
2012,Región de Murcia,Mujeres,cuartil_25,9589.28
2012,Región de Murcia,Mujeres,cuartil_75,22360.07
2012,Región de Murcia,Mujeres,media,17457.52
2012,Región de Murcia,Mujeres,mediana,14781.92
2013,Andalucía,Hombres,cuartil_25,14737.2
2013,Andalucía,Hombres,cuartil_75,29387.21
2013,Andalucía,Hombres,media,23565.36
2013,Andalucía,Hombres,mediana,19750.02
2013,Andalucía,Mujeres,cuartil_25,9184.41
2013,Andalucía,Mujeres,cuartil_75,23188.65
2013,Andalucía,Mujeres,media,17690.19
2013,Andalucía,Mujeres,mediana,15029.15
2013,Aragón,Hombres,cuartil_25,15883.32
2013,Aragón,Hombres,cuartil_75,31144.04
2013,Aragón,Hombres,media,25128.91
2013,Aragón,Hombres,mediana,22275.4
2013,Aragón,Mujeres,cuartil_25,10941.54
2013,Aragón,Mujeres,cuartil_75,23165.29
2013,Aragón,Mujeres,media,18701.61
2013,Aragón,Mujeres,mediana,16160.06
2013,Asturias,Hombres,cuartil_25,15770.78
2013,Asturias,Hombres,cuartil_75,32407.39
2013,Asturias,Hombres,media,25500.04
2013,Asturias,Hombres,mediana,22383.08
2013,Asturias,Mujeres,cuartil_25,10196.44
2013,Asturias,Mujeres,cuartil_75,23195.1
2013,Asturias,Mujeres,media,18455.34
2013,Asturias,Mujeres,mediana,15431.98
2013,Canarias,Hombres,cuartil_25,12880.62
2013,Canarias,Hombres,cuartil_75,24267.24
2013,Canarias,Hombres,media,20678.43
2013,Canarias,Hombres,mediana,17603.76
2013,Canarias,Mujeres,cuartil_25,9658.85
2013,Canarias,Mujeres,cuartil_75,21999.98
2013,Canarias,Mujeres,media,17619.86
2013,Canarias,Mujeres,mediana,14859.15
2013,Cantabria,Hombres,cuartil_25,15461.31
2013,Cantabria,Hombres,cuartil_75,29100.86
2013,Cantabria,Hombres,media,23224.6
2013,Cantabria,Hombres,mediana,20001.84
2013,Cantabria,Mujeres,cuartil_25,10177.32
2013,Cantabria,Mujeres,cuartil_75,21069.0
2013,Cantabria,Mujeres,media,16542.34
2013,Cantabria,Mujeres,mediana,14575.17
2013,Castilla y León,Hombres,cuartil_25,15099.09
2013,Castilla y León,Hombres,cuartil_75,28688.85
2013,Castilla y León,Hombres,media,23379.0
2013,Castilla y León,Hombres,mediana,19873.03
2013,Castilla y León,Mujeres,cuartil_25,9825.12
2013,Castilla y León,Mujeres,cuartil_75,22461.94
2013,Castilla y León,Mujeres,media,17429.41
2013,Castilla y León,Mujeres,mediana,15087.95
2013,Castilla-La Mancha,Hombres,cuartil_25,15229.86
2013,Castilla-La Mancha,Hombres,cuartil_75,26999.96
2013,Castilla-La Mancha,Hombres,media,23316.59
2013,Castilla-La Mancha,Hombres,mediana,19200.0
2013,Castilla-La Mancha,Mujeres,cuartil_25,9962.03
2013,Castilla-La Mancha,Mujeres,cuartil_75,22000.48
2013,Castilla-La Mancha,Mujeres,media,17481.02
2013,Castilla-La Mancha,Mujeres,mediana,15206.58
2013,Cataluña,Hombres,cuartil_25,16696.72
2013,Cataluña,Hombres,cuartil_75,34989.82
2013,Cataluña,Hombres,media,27684.3
2013,Cataluña,Hombres,mediana,23922.5
2013,Cataluña,Mujeres,cuartil_25,11897.88
2013,Cataluña,Mujeres,cuartil_75,26311.19
2013,Cataluña,Mujeres,media,20740.55
2013,Cataluña,Mujeres,mediana,17962.12
2013,Comunidad de Madrid,Hombres,cuartil_25,16003.54
2013,Comunidad de Madrid,Hombres,cuartil_75,37329.51
2013,Comunidad de Madrid,Hombres,media,29224.3
2013,Comunidad de Madrid,Hombres,mediana,24000.06
2013,Comunidad de Madrid,Mujeres,cuartil_25,12380.43
2013,Comunidad de Madrid,Mujeres,cuartil_75,29358.58
2013,Comunidad de Madrid,Mujeres,media,22959.28
2013,Comunidad de Madrid,Mujeres,mediana,18587.64
2013,Comunitat Valenciana,Hombres,cuartil_25,15280.2
2013,Comunitat Valenciana,Hombres,cuartil_75,28551.03
2013,Comunitat Valenciana,Hombres,media,23651.4
2013,Comunitat Valenciana,Hombres,mediana,19661.29
2013,Comunitat Valenciana,Mujeres,cuartil_25,9823.37
2013,Comunitat Valenciana,Mujeres,cuartil_75,22892.3
2013,Comunitat Valenciana,Mujeres,media,17918.36
2013,Comunitat Valenciana,Mujeres,mediana,15340.3
2013,Extremadura,Hombres,cuartil_25,14036.41
2013,Extremadura,Hombres,cuartil_75,26133.32
2013,Extremadura,Hombres,media,21780.9
2013,Extremadura,Hombres,mediana,17656.86
2013,Extremadura,Mujeres,cuartil_25,7854.55
2013,Extremadura,Mujeres,cuartil_75,21284.56
2013,Extremadura,Mujeres,media,16304.55
2013,Extremadura,Mujeres,mediana,14377.08
2013,Galicia,Hombres,cuartil_25,15370.94
2013,Galicia,Hombres,cuartil_75,26332.74
2013,Galicia,Hombres,media,22522.55
2013,Galicia,Hombres,mediana,19081.44
2013,Galicia,Mujeres,cuartil_25,10712.48
2013,Galicia,Mujeres,cuartil_75,21077.55
2013,Galicia,Mujeres,media,17258.21
2013,Galicia,Mujeres,mediana,15005.56
2013,Illes Balears,Hombres,cuartil_25,15100.5
2013,Illes Balears,Hombres,cuartil_75,26980.65
2013,Illes Balears,Hombres,media,22584.78
2013,Illes Balears,Hombres,mediana,19295.0
2013,Illes Balears,Mujeres,cuartil_25,12340.53
2013,Illes Balears,Mujeres,cuartil_75,22683.47
2013,Illes Balears,Mujeres,media,18998.37
2013,Illes Balears,Mujeres,mediana,16887.8
2013,La Rioja,Hombres,cuartil_25,15063.43
2013,La Rioja,Hombres,cuartil_75,27398.02
2013,La Rioja,Hombres,media,23641.12
2013,La Rioja,Hombres,mediana,19887.99
2013,La Rioja,Mujeres,cuartil_25,10751.62
2013,La Rioja,Mujeres,cuartil_75,21258.98
2013,La Rioja,Mujeres,media,17435.56
2013,La Rioja,Mujeres,mediana,15319.33
2013,Navarra,Hombres,cuartil_25,18769.29
2013,Navarra,Hombres,cuartil_75,34505.92
2013,Navarra,Hombres,media,27848.15
2013,Navarra,Hombres,mediana,25734.01
2013,Navarra,Mujeres,cuartil_25,11164.12
2013,Navarra,Mujeres,cuartil_75,24648.25
2013,Navarra,Mujeres,media,19364.43
2013,Navarra,Mujeres,mediana,17667.6
2013,País Vasco,Hombres,cuartil_25,19256.31
2013,País Vasco,Hombres,cuartil_75,38470.0
2013,País Vasco,Hombres,media,30312.55
2013,País Vasco,Hombres,mediana,27412.35
2013,País Vasco,Mujeres,cuartil_25,12729.73
2013,País Vasco,Mujeres,cuartil_75,29749.52
2013,País Vasco,Mujeres,media,22687.39
2013,País Vasco,Mujeres,mediana,19576.9
2013,Región de Murcia,Hombres,cuartil_25,14757.89
2013,Región de Murcia,Hombres,cuartil_75,27694.77
2013,Región de Murcia,Hombres,media,23428.23
2013,Región de Murcia,Hombres,mediana,19430.9
2013,Región de Murcia,Mujeres,cuartil_25,9034.0
2013,Región de Murcia,Mujeres,cuartil_75,21962.41
2013,Región de Murcia,Mujeres,media,16957.29
2013,Región de Murcia,Mujeres,mediana,14055.89
2014,Andalucía,Hombres,cuartil_25,15002.84
2014,Andalucía,Hombres,cuartil_75,28752.86
2014,Andalucía,Hombres,media,23541.32
2014,Andalucía,Hombres,mediana,19774.52
2014,Andalucía,Mujeres,cuartil_25,9096.52
2014,Andalucía,Mujeres,cuartil_75,23211.41
2014,Andalucía,Mujeres,media,17576.13
2014,Andalucía,Mujeres,mediana,15044.26
2014,Aragón,Hombres,cuartil_25,16721.02
2014,Aragón,Hombres,cuartil_75,30385.38
2014,Aragón,Hombres,media,25118.61
2014,Aragón,Hombres,mediana,22364.62
2014,Aragón,Mujeres,cuartil_25,11000.39
2014,Aragón,Mujeres,cuartil_75,23716.65
2014,Aragón,Mujeres,media,18764.63
2014,Aragón,Mujeres,mediana,16691.51
2014,Asturias,Hombres,cuartil_25,16181.76
2014,Asturias,Hombres,cuartil_75,32512.93
2014,Asturias,Hombres,media,25322.01
2014,Asturias,Hombres,mediana,22433.47
2014,Asturias,Mujeres,cuartil_25,10754.7
2014,Asturias,Mujeres,cuartil_75,23331.74
2014,Asturias,Mujeres,media,18400.68
2014,Asturias,Mujeres,mediana,15954.87
2014,Canarias,Hombres,cuartil_25,12919.86
2014,Canarias,Hombres,cuartil_75,24723.03
2014,Canarias,Hombres,media,20641.49
2014,Canarias,Hombres,mediana,17254.37
2014,Canarias,Mujeres,cuartil_25,10559.02
2014,Canarias,Mujeres,cuartil_75,22042.6
2014,Canarias,Mujeres,media,18201.48
2014,Canarias,Mujeres,mediana,15355.31
2014,Cantabria,Hombres,cuartil_25,16262.4
2014,Cantabria,Hombres,cuartil_75,31157.85
2014,Cantabria,Hombres,media,24685.21
2014,Cantabria,Hombres,mediana,21015.31
2014,Cantabria,Mujeres,cuartil_25,9768.74
2014,Cantabria,Mujeres,cuartil_75,22529.78
2014,Cantabria,Mujeres,media,17668.55
2014,Cantabria,Mujeres,mediana,15060.5
2014,Castilla y León,Hombres,cuartil_25,15051.88
2014,Castilla y León,Hombres,cuartil_75,27468.29
2014,Castilla y León,Hombres,media,22904.8
2014,Castilla y León,Hombres,mediana,19479.68
2014,Castilla y León,Mujeres,cuartil_25,9690.44
2014,Castilla y León,Mujeres,cuartil_75,23002.6
2014,Castilla y León,Mujeres,media,17682.88
2014,Castilla y León,Mujeres,mediana,15269.56
2014,Castilla-La Mancha,Hombres,cuartil_25,15390.93
2014,Castilla-La Mancha,Hombres,cuartil_75,26908.12
2014,Castilla-La Mancha,Hombres,media,22719.35
2014,Castilla-La Mancha,Hombres,mediana,19137.2
2014,Castilla-La Mancha,Mujeres,cuartil_25,10095.37
2014,Castilla-La Mancha,Mujeres,cuartil_75,24006.32
2014,Castilla-La Mancha,Mujeres,media,18157.02
2014,Castilla-La Mancha,Mujeres,mediana,15860.4
2014,Cataluña,Hombres,cuartil_25,16984.0
2014,Cataluña,Hombres,cuartil_75,33817.99
2014,Cataluña,Hombres,media,27447.71
2014,Cataluña,Hombres,mediana,23715.3
2014,Cataluña,Mujeres,cuartil_25,11593.37
2014,Cataluña,Mujeres,cuartil_75,25959.58
2014,Cataluña,Mujeres,media,20324.88
2014,Cataluña,Mujeres,mediana,17964.44
2014,Comunidad de Madrid,Hombres,cuartil_25,16169.88
2014,Comunidad de Madrid,Hombres,cuartil_75,37789.86
2014,Comunidad de Madrid,Hombres,media,29734.23
2014,Comunidad de Madrid,Hombres,mediana,24238.32
2014,Comunidad de Madrid,Mujeres,cuartil_25,12661.16
2014,Comunidad de Madrid,Mujeres,cuartil_75,30072.78
2014,Comunidad de Madrid,Mujeres,media,23326.94
2014,Comunidad de Madrid,Mujeres,mediana,19133.47
2014,Comunitat Valenciana,Hombres,cuartil_25,15090.93
2014,Comunitat Valenciana,Hombres,cuartil_75,28206.74
2014,Comunitat Valenciana,Hombres,media,23479.71
2014,Comunitat Valenciana,Hombres,mediana,20074.56
2014,Comunitat Valenciana,Mujeres,cuartil_25,9658.32
2014,Comunitat Valenciana,Mujeres,cuartil_75,22116.24
2014,Comunitat Valenciana,Mujeres,media,17511.66
2014,Comunitat Valenciana,Mujeres,mediana,15322.63
2014,Extremadura,Hombres,cuartil_25,13476.09
2014,Extremadura,Hombres,cuartil_75,24431.35
2014,Extremadura,Hombres,media,20829.72
2014,Extremadura,Hombres,mediana,17337.46
2014,Extremadura,Mujeres,cuartil_25,8972.46
2014,Extremadura,Mujeres,cuartil_75,22755.85
2014,Extremadura,Mujeres,media,17413.85
2014,Extremadura,Mujeres,mediana,14727.85
2014,Galicia,Hombres,cuartil_25,15213.71
2014,Galicia,Hombres,cuartil_75,26779.27
2014,Galicia,Hombres,media,22505.05
2014,Galicia,Hombres,mediana,19060.07
2014,Galicia,Mujeres,cuartil_25,10547.4
2014,Galicia,Mujeres,cuartil_75,22151.79
2014,Galicia,Mujeres,media,17797.03
2014,Galicia,Mujeres,mediana,15130.99
2014,Illes Balears,Hombres,cuartil_25,16179.71
2014,Illes Balears,Hombres,cuartil_75,27721.44
2014,Illes Balears,Hombres,media,23770.56
2014,Illes Balears,Hombres,mediana,20330.19
2014,Illes Balears,Mujeres,cuartil_25,12325.0
2014,Illes Balears,Mujeres,cuartil_75,22985.52
2014,Illes Balears,Mujeres,media,19008.38
2014,Illes Balears,Mujeres,mediana,17133.18
2014,La Rioja,Hombres,cuartil_25,16614.85
2014,La Rioja,Hombres,cuartil_75,30343.17
2014,La Rioja,Hombres,media,24814.25
2014,La Rioja,Hombres,mediana,21230.26
2014,La Rioja,Mujeres,cuartil_25,11314.27
2014,La Rioja,Mujeres,cuartil_75,24053.44
2014,La Rioja,Mujeres,media,18959.85
2014,La Rioja,Mujeres,mediana,16134.6
2014,Navarra,Hombres,cuartil_25,19989.76
2014,Navarra,Hombres,cuartil_75,34919.77
2014,Navarra,Hombres,media,28659.74
2014,Navarra,Hombres,mediana,25900.32
2014,Navarra,Mujeres,cuartil_25,11954.11
2014,Navarra,Mujeres,cuartil_75,26052.18
2014,Navarra,Mujeres,media,20163.1
2014,Navarra,Mujeres,mediana,18047.26
2014,País Vasco,Hombres,cuartil_25,20349.13
2014,País Vasco,Hombres,cuartil_75,39559.91
2014,País Vasco,Hombres,media,31271.0
2014,País Vasco,Hombres,mediana,28799.94
2014,País Vasco,Mujeres,cuartil_25,12577.12
2014,País Vasco,Mujeres,cuartil_75,32371.18
2014,País Vasco,Mujeres,media,23781.55
2014,País Vasco,Mujeres,mediana,21358.92
2014,Región de Murcia,Hombres,cuartil_25,14757.0
2014,Región de Murcia,Hombres,cuartil_75,29252.76
2014,Región de Murcia,Hombres,media,23419.03
2014,Región de Murcia,Hombres,mediana,19407.09
2014,Región de Murcia,Mujeres,cuartil_25,9643.97
2014,Región de Murcia,Mujeres,cuartil_75,22649.38
2014,Región de Murcia,Mujeres,media,17500.99
2014,Región de Murcia,Mujeres,mediana,14269.14
2015,Andalucía,Hombres,cuartil_25,15183.2
2015,Andalucía,Hombres,cuartil_75,30000.12
2015,Andalucía,Hombres,media,24200.2
2015,Andalucía,Hombres,mediana,20109.36
2015,Andalucía,Mujeres,cuartil_25,9714.12
2015,Andalucía,Mujeres,cuartil_75,23679.6
2015,Andalucía,Mujeres,media,18340.96
2015,Andalucía,Mujeres,mediana,15295.34
2015,Aragón,Hombres,cuartil_25,16666.19
2015,Aragón,Hombres,cuartil_75,30821.58
2015,Aragón,Hombres,media,25555.56
2015,Aragón,Hombres,mediana,22452.41
2015,Aragón,Mujeres,cuartil_25,10444.87
2015,Aragón,Mujeres,cuartil_75,24153.85
2015,Aragón,Mujeres,media,18950.17
2015,Aragón,Mujeres,mediana,16324.07
2015,Asturias,Hombres,cuartil_25,16980.66
2015,Asturias,Hombres,cuartil_75,34432.28
2015,Asturias,Hombres,media,26514.68
2015,Asturias,Hombres,mediana,23248.86
2015,Asturias,Mujeres,cuartil_25,10689.35
2015,Asturias,Mujeres,cuartil_75,23965.28
2015,Asturias,Mujeres,media,18925.34
2015,Asturias,Mujeres,mediana,15594.05
2015,Canarias,Hombres,cuartil_25,13578.97
2015,Canarias,Hombres,cuartil_75,25292.49
2015,Canarias,Hombres,media,21336.72
2015,Canarias,Hombres,mediana,18042.41
2015,Canarias,Mujeres,cuartil_25,10039.23
2015,Canarias,Mujeres,cuartil_75,22957.35
2015,Canarias,Mujeres,media,18279.76
2015,Canarias,Mujeres,mediana,15389.18
2015,Cantabria,Hombres,cuartil_25,16354.9
2015,Cantabria,Hombres,cuartil_75,30497.66
2015,Cantabria,Hombres,media,25259.83
2015,Cantabria,Hombres,mediana,21468.08
2015,Cantabria,Mujeres,cuartil_25,10632.86
2015,Cantabria,Mujeres,cuartil_75,23529.66
2015,Cantabria,Mujeres,media,17955.79
2015,Cantabria,Mujeres,mediana,15456.0
2015,Castilla y León,Hombres,cuartil_25,15929.93
2015,Castilla y León,Hombres,cuartil_75,29338.96
2015,Castilla y León,Hombres,media,24135.64
2015,Castilla y León,Hombres,mediana,20548.94
2015,Castilla y León,Mujeres,cuartil_25,10703.93
2015,Castilla y León,Mujeres,cuartil_75,23633.69
2015,Castilla y León,Mujeres,media,18523.74
2015,Castilla y León,Mujeres,mediana,15806.28
2015,Castilla-La Mancha,Hombres,cuartil_25,15232.03
2015,Castilla-La Mancha,Hombres,cuartil_75,26995.82
2015,Castilla-La Mancha,Hombres,media,22765.56
2015,Castilla-La Mancha,Hombres,mediana,19305.7
2015,Castilla-La Mancha,Mujeres,cuartil_25,9470.08
2015,Castilla-La Mancha,Mujeres,cuartil_75,23406.5
2015,Castilla-La Mancha,Mujeres,media,18097.55
2015,Castilla-La Mancha,Mujeres,mediana,15566.1
2015,Cataluña,Hombres,cuartil_25,17334.06
2015,Cataluña,Hombres,cuartil_75,34866.72
2015,Cataluña,Hombres,media,27514.06
2015,Cataluña,Hombres,mediana,23738.27
2015,Cataluña,Mujeres,cuartil_25,11824.84
2015,Cataluña,Mujeres,cuartil_75,26996.55
2015,Cataluña,Mujeres,media,20946.56
2015,Cataluña,Mujeres,mediana,18088.32
2015,Comunidad de Madrid,Hombres,cuartil_25,15999.84
2015,Comunidad de Madrid,Hombres,cuartil_75,37020.02
2015,Comunidad de Madrid,Hombres,media,29314.09
2015,Comunidad de Madrid,Hombres,mediana,23478.83
2015,Comunidad de Madrid,Mujeres,cuartil_25,12694.31
2015,Comunidad de Madrid,Mujeres,cuartil_75,29977.47
2015,Comunidad de Madrid,Mujeres,media,23470.06
2015,Comunidad de Madrid,Mujeres,mediana,19145.0
2015,Comunitat Valenciana,Hombres,cuartil_25,15648.39
2015,Comunitat Valenciana,Hombres,cuartil_75,28738.91
2015,Comunitat Valenciana,Hombres,media,23919.14
2015,Comunitat Valenciana,Hombres,mediana,19980.62
2015,Comunitat Valenciana,Mujeres,cuartil_25,9547.21
2015,Comunitat Valenciana,Mujeres,cuartil_75,22570.16
2015,Comunitat Valenciana,Mujeres,media,17811.38
2015,Comunitat Valenciana,Mujeres,mediana,15283.9
2015,Extremadura,Hombres,cuartil_25,14142.1
2015,Extremadura,Hombres,cuartil_75,25795.44
2015,Extremadura,Hombres,media,21813.81
2015,Extremadura,Hombres,mediana,18150.31
2015,Extremadura,Mujeres,cuartil_25,8837.33
2015,Extremadura,Mujeres,cuartil_75,22608.27
2015,Extremadura,Mujeres,media,17304.65
2015,Extremadura,Mujeres,mediana,14602.48
2015,Galicia,Hombres,cuartil_25,15812.2
2015,Galicia,Hombres,cuartil_75,27688.75
2015,Galicia,Hombres,media,23189.76
2015,Galicia,Hombres,mediana,19646.2
2015,Galicia,Mujeres,cuartil_25,10985.34
2015,Galicia,Mujeres,cuartil_75,22072.65
2015,Galicia,Mujeres,media,18093.26
2015,Galicia,Mujeres,mediana,15430.38
2015,Illes Balears,Hombres,cuartil_25,15852.0
2015,Illes Balears,Hombres,cuartil_75,26872.55
2015,Illes Balears,Hombres,media,23411.35
2015,Illes Balears,Hombres,mediana,19994.15
2015,Illes Balears,Mujeres,cuartil_25,12454.42
2015,Illes Balears,Mujeres,cuartil_75,23614.44
2015,Illes Balears,Mujeres,media,19517.28
2015,Illes Balears,Mujeres,mediana,17370.54
2015,La Rioja,Hombres,cuartil_25,16624.9
2015,La Rioja,Hombres,cuartil_75,29318.58
2015,La Rioja,Hombres,media,24532.64
2015,La Rioja,Hombres,mediana,21344.0
2015,La Rioja,Mujeres,cuartil_25,10796.71
2015,La Rioja,Mujeres,cuartil_75,23686.39
2015,La Rioja,Mujeres,media,18762.15
2015,La Rioja,Mujeres,mediana,16342.7
2015,Navarra,Hombres,cuartil_25,19416.95
2015,Navarra,Hombres,cuartil_75,35331.91
2015,Navarra,Hombres,media,28727.37
2015,Navarra,Hombres,mediana,26137.94
2015,Navarra,Mujeres,cuartil_25,11726.41
2015,Navarra,Mujeres,cuartil_75,26406.06
2015,Navarra,Mujeres,media,20563.08
2015,Navarra,Mujeres,mediana,18597.38
2015,País Vasco,Hombres,cuartil_25,20459.28
2015,País Vasco,Hombres,cuartil_75,39140.08
2015,País Vasco,Hombres,media,31088.99
2015,País Vasco,Hombres,mediana,28529.0
2015,País Vasco,Mujeres,cuartil_25,12844.93
2015,País Vasco,Mujeres,cuartil_75,31624.25
2015,País Vasco,Mujeres,media,23537.06
2015,País Vasco,Mujeres,mediana,20504.0
2015,Región de Murcia,Hombres,cuartil_25,15338.5
2015,Región de Murcia,Hombres,cuartil_75,28303.12
2015,Región de Murcia,Hombres,media,23773.09
2015,Región de Murcia,Hombres,mediana,19485.36
2015,Región de Murcia,Mujeres,cuartil_25,9325.93
2015,Región de Murcia,Mujeres,cuartil_75,22602.96
2015,Región de Murcia,Mujeres,media,17540.27
2015,Región de Murcia,Mujeres,mediana,14294.84
2016,Andalucía,Hombres,cuartil_25,15009.04
2016,Andalucía,Hombres,cuartil_75,29660.56
2016,Andalucía,Hombres,media,24026.82
2016,Andalucía,Hombres,mediana,20168.27
2016,Andalucía,Mujeres,cuartil_25,9826.35
2016,Andalucía,Mujeres,cuartil_75,23822.52
2016,Andalucía,Mujeres,media,18177.37
2016,Andalucía,Mujeres,mediana,15203.96
2016,Aragón,Hombres,cuartil_25,16733.12
2016,Aragón,Hombres,cuartil_75,30722.39
2016,Aragón,Hombres,media,25326.91
2016,Aragón,Hombres,mediana,22380.02
