year,comunidad_autonoma,tipo_divorcio,numero_divorcios
2023,La Rioja,Divorcio contencioso,115.0
2023,La Rioja,Total,462.0
2023,Melilla,Divorcio No Contencioso,74.0
2023,Melilla,Divorcio contencioso,20.0
2023,Melilla,Total,94.0
2023,Navarra,Divorcio No Contencioso,830.0
2023,Navarra,Divorcio contencioso,206.0
2023,Navarra,Total,1036.0
2023,País Vasco,Divorcio No Contencioso,2616.0
2023,País Vasco,Divorcio contencioso,453.0
2023,País Vasco,Total,3069.0
2023,Región de Murcia,Divorcio No Contencioso,1840.0
2023,Región de Murcia,Divorcio contencioso,449.0
2023,Región de Murcia,Total,2288.0
2024,Andalucía,Divorcio No Contencioso,11218.0
2024,Andalucía,Divorcio contencioso,3361.0
2024,Andalucía,Total,14579.0
2024,Aragón,Divorcio No Contencioso,1732.0
2024,Aragón,Divorcio contencioso,406.0
2024,Aragón,Total,2137.0
2024,Asturias,Divorcio No Contencioso,1438.0
2024,Asturias,Divorcio contencioso,387.0
2024,Asturias,Total,1825.0
2024,Canarias,Divorcio No Contencioso,3306.0
2024,Canarias,Divorcio contencioso,1105.0
2024,Canarias,Total,4411.0
2024,Cantabria,Divorcio No Contencioso,842.0
2024,Cantabria,Divorcio contencioso,229.0
2024,Cantabria,Total,1071.0
2024,Castilla y León,Divorcio No Contencioso,2680.0
2024,Castilla y León,Divorcio contencioso,712.0
2024,Castilla y León,Total,3392.0
2024,Castilla-La Mancha,Divorcio No Contencioso,2566.0
2024,Castilla-La Mancha,Divorcio contencioso,913.0
2024,Castilla-La Mancha,Total,3479.0
2024,Cataluña,Divorcio No Contencioso,11779.0
2024,Cataluña,Divorcio contencioso,2072.0
2024,Cataluña,Total,13852.0
2024,Ceuta,Divorcio No Contencioso,89.0
2024,Ceuta,Divorcio contencioso,102.0
2024,Ceuta,Total,191.0
2024,Comunidad de Madrid,Divorcio No Contencioso,9320.0
2024,Comunidad de Madrid,Divorcio contencioso,2637.0
2024,Comunidad de Madrid,Total,11958.0
2024,Comunitat Valenciana,Divorcio No Contencioso,7809.0
2024,Comunitat Valenciana,Divorcio contencioso,1811.0
2024,Comunitat Valenciana,Total,9619.0
2024,Extremadura,Divorcio No Contencioso,1155.0
2024,Extremadura,Divorcio contencioso,278.0
2024,Extremadura,Total,1432.0
2024,Galicia,Divorcio No Contencioso,3581.0
2024,Galicia,Divorcio contencioso,887.0
2024,Galicia,Total,4467.0
2024,Illes Balears,Divorcio No Contencioso,2079.0
2024,Illes Balears,Divorcio contencioso,304.0
2024,Illes Balears,Total,2383.0
2024,La Rioja,Divorcio No Contencioso,537.0
2024,La Rioja,Divorcio contencioso,137.0
2024,La Rioja,Total,673.0
2024,Melilla,Divorcio No Contencioso,87.0
2024,Melilla,Divorcio contencioso,30.0
2024,Melilla,Total,117.0
2024,Navarra,Divorcio No Contencioso,863.0
2024,Navarra,Divorcio contencioso,212.0
2024,Navarra,Total,1075.0
2024,País Vasco,Divorcio No Contencioso,2959.0
2024,País Vasco,Divorcio contencioso,457.0
2024,País Vasco,Total,3416.0
2024,Región de Murcia,Divorcio No Contencioso,2201.0
2024,Región de Murcia,Divorcio contencioso,712.0
2024,Región de Murcia,Total,2913.0
